,LineNos,Lines,Speakers
176,1.1.175,"How now, Simple! where have you been? I must wait",SLENDER
177,1.1.176,"on myself, must I? You have not the Book of Riddles",SLENDER
178,1.1.177,"about you, have you?",SLENDER
179,1.1.178,"Book of Riddles! why, did you not lend it to Alice",SIMPLE
180,1.1.179,"Shortcake upon All-hallowmas last, a fortnight",SIMPLE
181,1.1.180,afore Michaelmas?,SIMPLE
182,1.1.181,"Come, coz; come, coz; we stay for you. A word with",SHALLOW
183,1.1.182,"you, coz; marry, this, coz: there is, as 'twere, a",SHALLOW
184,1.1.183,"tender, a kind of tender, made afar off by Sir Hugh",SHALLOW
185,1.1.184,here. Do you understand me?,SHALLOW
186,1.1.185,"Ay, sir, you shall find me reasonable; if it be so,",SLENDER
187,1.1.186,I shall do that that is reason.,SLENDER
188,1.1.187,"Nay, but understand me.",SHALLOW
189,1.1.188,"So I do, sir.",SLENDER
190,1.1.189,"Give ear to his motions, Master Slender: I will",SIR HUGH EVANS
191,1.1.190,"description the matter to you, if you be capacity of it.",SIR HUGH EVANS
192,1.1.191,"Nay, I will do as my cousin Shallow says: I pray",SLENDER
193,1.1.192,"you, pardon me; he's a justice of peace in his",SLENDER
194,1.1.193,"country, simple though I stand here.",SLENDER
195,1.1.194,But that is not the question: the question is,SIR HUGH EVANS
196,1.1.195,concerning your marriage.,SIR HUGH EVANS
197,1.1.196,"Ay, there's the point, sir.",SHALLOW
198,1.1.197,"Marry, is it; the very point of it; to Mistress Anne Page.",SIR HUGH EVANS
199,1.1.198,"Why, if it be so, I will marry her upon any",SLENDER
200,1.1.199,reasonable demands.,SLENDER
201,1.1.200,But can you affection the 'oman? Let us command to,SIR HUGH EVANS
202,1.1.201,know that of your mouth or of your lips; for divers,SIR HUGH EVANS
203,1.1.202,philosophers hold that the lips is parcel of the,SIR HUGH EVANS
204,1.1.203,"mouth. Therefore, precisely, can you carry your",SIR HUGH EVANS
205,1.1.204,good will to the maid?,SIR HUGH EVANS
206,1.1.205,"Cousin Abraham Slender, can you love her?",SHALLOW
207,1.1.206,"I hope, sir, I will do as it shall become one that",SLENDER
208,1.1.207,would do reason.,SLENDER
209,1.1.208,"Nay, Got's lords and his ladies! you must speak",SIR HUGH EVANS
210,1.1.209,"possitable, if you can carry her your desires",SIR HUGH EVANS
211,1.1.210,towards her.,SIR HUGH EVANS
212,1.1.211,"That you must. Will you, upon good dowry, marry her?",SHALLOW
213,1.1.212,"I will do a greater thing than that, upon your",SLENDER
214,1.1.213,"request, cousin, in any reason.",SLENDER
215,1.1.214,"Nay, conceive me, conceive me, sweet coz: what I do",SHALLOW
216,1.1.215,"is to pleasure you, coz. Can you love the maid?",SHALLOW
217,1.1.216,"I will marry her, sir, at your request: but if there",SLENDER
218,1.1.217,"be no great love in the beginning, yet heaven may",SLENDER
219,1.1.218,"decrease it upon better acquaintance, when we are",SLENDER
220,1.1.219,married and have more occasion to know one another;,SLENDER
221,1.1.220,"I hope, upon familiarity will grow more contempt:",SLENDER
222,1.1.221,"but if you say, 'Marry her,' I will marry her; that",SLENDER
223,1.1.222,"I am freely dissolved, and dissolutely.",SLENDER
224,1.1.223,It is a fery discretion answer; save the fall is in,SIR HUGH EVANS
225,1.1.224,"the ort 'dissolutely:' the ort is, according to our",SIR HUGH EVANS
226,1.1.225,"meaning, 'resolutely:' his meaning is good.",SIR HUGH EVANS
227,1.1.226,"Ay, I think my cousin meant well.",SHALLOW
228,1.1.227,"Ay, or else I would I might be hanged, la!",SLENDER
229,1.1.228,Here comes fair Mistress Anne.,SHALLOW
230,1.1.229,"Would I were young for your sake, Mistress Anne!",SHALLOW
231,1.1.230,The dinner is on the table; my father desires your,ANNE PAGE
232,1.1.231,worships' company.,ANNE PAGE
233,1.1.232,"I will wait on him, fair Mistress Anne.",SHALLOW
234,1.1.233,Od's plessed will! I will not be absence at the grace.,SIR HUGH EVANS
235,1.1.234,"Will't please your worship to come in, sir?",ANNE PAGE
236,1.1.235,"No, I thank you, forsooth, heartily; I am very well.",SLENDER
237,1.1.236,"The dinner attends you, sir.",ANNE PAGE
238,1.1.237,"I am not a-hungry, I thank you, forsooth. Go,",SLENDER
239,1.1.238,"sirrah, for all you are my man, go wait upon my",SLENDER
240,1.1.239,cousin Shallow.,SLENDER
241,1.1.240,A justice of peace sometimes may be beholding to his,SLENDER
242,1.1.241,friend for a man. I keep but three men and a boy,SLENDER
243,1.1.242,"yet, till my mother be dead: but what though? Yet I",SLENDER
244,1.1.243,live like a poor gentleman born.,SLENDER
245,1.1.244,I may not go in without your worship: they will not,ANNE PAGE
246,1.1.245,sit till you come.,ANNE PAGE
247,1.1.246,"I' faith, I'll eat nothing; I thank you as much as",SLENDER
248,1.1.247,though I did.,SLENDER
249,1.1.248,"I pray you, sir, walk in.",ANNE PAGE
250,1.1.249,"I had rather walk here, I thank you. I bruised",SLENDER
251,1.1.250,my shin th' other day with playing at sword and,SLENDER
252,1.1.251,dagger with a master of fence; three veneys for a,SLENDER
253,1.1.252,"dish of stewed prunes; and, by my troth, I cannot",SLENDER
254,1.1.253,abide the smell of hot meat since. Why do your,SLENDER
255,1.1.254,dogs bark so? be there bears i' the town?,SLENDER
256,1.1.255,"I think there are, sir; I heard them talked of.",ANNE PAGE
257,1.1.256,I love the sport well but I shall as soon quarrel at,SLENDER
258,1.1.257,"it as any man in England. You are afraid, if you see",SLENDER
259,1.1.258,"the bear loose, are you not?",SLENDER
260,1.1.259,"Ay, indeed, sir.",ANNE PAGE
261,1.1.260,"That's meat and drink to me, now. I have seen",SLENDER
262,1.1.261,"Sackerson loose twenty times, and have taken him by",SLENDER
263,1.1.262,"the chain; but, I warrant you, the women have so",SLENDER
264,1.1.263,"cried and shrieked at it, that it passed: but women,",SLENDER
265,1.1.264,"indeed, cannot abide 'em; they are very ill-favored",SLENDER
266,1.1.265,rough things.,SLENDER
267,1.1.266,"Come, gentle Master Slender, come; we stay for you.",PAGE
268,1.1.267,"I'll eat nothing, I thank you, sir.",SLENDER
269,1.1.268,"By cock and pie, you shall not choose, sir! come, come.",PAGE
270,1.1.269,"Nay, pray you, lead the way.",SLENDER
271,1.1.270,"Come on, sir.",PAGE
272,1.1.271,"Mistress Anne, yourself shall go first.",SLENDER
273,1.1.272,"Not I, sir; pray you, keep on.",ANNE PAGE
274,1.1.273,I'll rather be unmannerly than troublesome.,SLENDER
275,1.1.274,"You do yourself wrong, indeed, la!",SLENDER
276,1.2.1,"Go your ways, and ask of Doctor Caius' house which",SIR HUGH EVANS
277,1.2.2,"is the way: and there dwells one Mistress Quickly,",SIR HUGH EVANS
278,1.2.3,"which is in the manner of his nurse, or his dry",SIR HUGH EVANS
279,1.2.4,"nurse, or his cook, or his laundry, his washer, and",SIR HUGH EVANS
280,1.2.5,his wringer.,SIR HUGH EVANS
281,1.2.6,"Well, sir.",SIMPLE
282,1.2.7,"Nay, it is petter yet. Give her this letter; for it",SIR HUGH EVANS
283,1.2.8,is a 'oman that altogether's acquaintance with,SIR HUGH EVANS
284,1.2.9,"Mistress Anne Page: and the letter is, to desire",SIR HUGH EVANS
285,1.2.10,and require her to solicit your master's desires to,SIR HUGH EVANS
286,1.2.11,"Mistress Anne Page. I pray you, be gone: I will",SIR HUGH EVANS
287,1.2.12,make an end of my dinner; there's pippins and cheese to come.,SIR HUGH EVANS
288,1.3.1,Mine host of the Garter!,FALSTAFF
289,1.3.2,What says my bully-rook? speak scholarly and wisely.,Host
290,1.3.3,"Truly, mine host, I must turn away some of my",FALSTAFF
291,1.3.4,followers.,FALSTAFF
292,1.3.5,"Discard, bully Hercules; cashier: let them wag; trot, trot.",Host
293,1.3.6,I sit at ten pounds a week.,FALSTAFF
294,1.3.7,"Thou'rt an emperor, Caesar, Keisar, and Pheezar. I",Host
295,1.3.8,"will entertain Bardolph; he shall draw, he shall",Host
296,1.3.9,"tap: said I well, bully Hector?",Host
297,1.3.10,"Do so, good mine host.",FALSTAFF
298,1.3.11,I have spoke; let him follow.,Host
299,1.3.12,Let me see thee froth and lime: I am at a word; follow.,Host
300,1.3.13,"Bardolph, follow him. A tapster is a good trade:",FALSTAFF
301,1.3.14,an old cloak makes a new jerkin; a withered,FALSTAFF
302,1.3.15,serving-man a fresh tapster. Go; adieu.,FALSTAFF
303,1.3.16,It is a life that I have desired: I will thrive.,BARDOLPH
304,1.3.17,O base Hungarian wight! wilt thou the spigot wield?,PISTOL
305,1.3.18,He was gotten in drink: is not the humour conceited?,NYM
306,1.3.19,I am glad I am so acquit of this tinderbox: his,FALSTAFF
307,1.3.20,thefts were too open; his filching was like an,FALSTAFF
308,1.3.21,unskilful singer; he kept not time.,FALSTAFF
309,1.3.22,The good humour is to steal at a minute's rest.,NYM
310,1.3.23,"'Convey,' the wise it call. 'Steal!' foh! a fico",PISTOL
311,1.3.24,for the phrase!,PISTOL
312,1.3.25,"Well, sirs, I am almost out at heels.",FALSTAFF
313,1.3.26,"Why, then, let kibes ensue.",PISTOL
314,1.3.27,There is no remedy; I must cony-catch; I must shift.,FALSTAFF
315,1.3.28,Young ravens must have food.,PISTOL
316,1.3.29,Which of you know Ford of this town?,FALSTAFF
317,1.3.30,I ken the wight: he is of substance good.,PISTOL
318,1.3.31,"My honest lads, I will tell you what I am about.",FALSTAFF
319,1.3.32,"Two yards, and more.",PISTOL
320,1.3.33,"No quips now, Pistol! Indeed, I am in the waist two",FALSTAFF
321,1.3.34,yards about; but I am now about no waste; I am about,FALSTAFF
322,1.3.35,"thrift. Briefly, I do mean to make love to Ford's",FALSTAFF
323,1.3.36,"wife: I spy entertainment in her; she discourses,",FALSTAFF
324,1.3.37,"she carves, she gives the leer of invitation: I",FALSTAFF
325,1.3.38,can construe the action of her familiar style; and,FALSTAFF
326,1.3.39,"the hardest voice of her behavior, to be Englished",FALSTAFF
327,1.3.40,"rightly, is, 'I am Sir John Falstaff's.'",FALSTAFF
328,1.3.41,"He hath studied her will, and translated her will,",PISTOL
329,1.3.42,out of honesty into English.,PISTOL
330,1.3.43,The anchor is deep: will that humour pass?,NYM
331,1.3.44,"Now, the report goes she has all the rule of her",FALSTAFF
332,1.3.45,husband's purse: he hath a legion of angels.,FALSTAFF
333,1.3.46,"As many devils entertain; and 'To her, boy,' say I.",PISTOL
334,1.3.47,The humour rises; it is good: humour me the angels.,NYM
335,1.3.48,I have writ me here a letter to her: and here,FALSTAFF
336,1.3.49,"another to Page's wife, who even now gave me good",FALSTAFF
337,1.3.50,"eyes too, examined my parts with most judicious",FALSTAFF
338,1.3.51,oeillades; sometimes the beam of her view gilded my,FALSTAFF
339,1.3.52,"foot, sometimes my portly belly.",FALSTAFF
340,1.3.53,Then did the sun on dunghill shine.,PISTOL
341,1.3.54,I thank thee for that humour.,NYM
342,1.3.55,"O, she did so course o'er my exteriors with such a",FALSTAFF
343,1.3.56,"greedy intention, that the appetite of her eye did",FALSTAFF
344,1.3.57,seem to scorch me up like a burning-glass! Here's,FALSTAFF
345,1.3.58,another letter to her: she bears the purse too; she,FALSTAFF
346,1.3.59,"is a region in Guiana, all gold and bounty. I will",FALSTAFF
347,1.3.60,"be cheater to them both, and they shall be",FALSTAFF
348,1.3.61,exchequers to me; they shall be my East and West,FALSTAFF
349,1.3.62,"Indies, and I will trade to them both. Go bear thou",FALSTAFF
350,1.3.63,this letter to Mistress Page; and thou this to,FALSTAFF
351,1.3.64,"Mistress Ford: we will thrive, lads, we will thrive.",FALSTAFF
352,1.3.65,"Shall I Sir Pandarus of Troy become,",PISTOL
353,1.3.66,"And by my side wear steel? then, Lucifer take all!",PISTOL
354,1.3.67,"I will run no base humour: here, take the",NYM
355,1.3.68,humour-letter: I will keep the havior of reputation.,NYM
356,1.3.69,"[To ROBIN]  Hold, sirrah, bear you these letters tightly;",FALSTAFF
357,1.3.70,Sail like my pinnace to these golden shores.,FALSTAFF
358,1.3.71,"Rogues, hence, avaunt! vanish like hailstones, go;",FALSTAFF
359,1.3.72,"Trudge, plod away o' the hoof; seek shelter, pack!",FALSTAFF
360,1.3.73,"Falstaff will learn the humour of the age,",FALSTAFF
361,1.3.74,"French thrift, you rogues; myself and skirted page.",FALSTAFF
362,1.3.75,"Let vultures gripe thy guts! for gourd and fullam holds,",PISTOL
363,1.3.76,And high and low beguiles the rich and poor:,PISTOL
364,1.3.77,"Tester I'll have in pouch when thou shalt lack,",PISTOL
365,1.3.78,Base Phrygian Turk!,PISTOL
366,1.3.79,I have operations which be humours of revenge.,NYM
367,1.3.80,Wilt thou revenge?,PISTOL
368,1.3.81,By welkin and her star!,NYM
369,1.3.82,With wit or steel?,PISTOL
370,1.3.83,"With both the humours, I:",NYM
371,1.3.84,I will discuss the humour of this love to Page.,NYM
372,1.3.85,     And I to Ford shall eke unfold,PISTOL
373,1.3.86,"How Falstaff, varlet vile,",PISTOL
374,1.3.87,"His dove will prove, his gold will hold,",PISTOL
375,1.3.88,And his soft couch defile.,PISTOL
376,1.3.89,My humour shall not cool: I will incense Page to,NYM
377,1.3.90,deal with poison; I will possess him with,NYM
378,1.3.91,"yellowness, for the revolt of mine is dangerous:",NYM
379,1.3.92,that is my true humour.,NYM
380,1.3.93,Thou art the Mars of malecontents: I second thee; troop on.,PISTOL
381,1.4.1,"What, John Rugby! I pray thee, go to the casement,",MISTRESS QUICKLY
382,1.4.2,"and see if you can see my master, Master Doctor",MISTRESS QUICKLY
383,1.4.3,"Caius, coming. If he do, i' faith, and find any",MISTRESS QUICKLY
384,1.4.4,"body in the house, here will be an old abusing of",MISTRESS QUICKLY
385,1.4.5,God's patience and the king's English.,MISTRESS QUICKLY
386,1.4.6,I'll go watch.,RUGBY
387,1.4.7,"Go; and we'll have a posset for't soon at night, in",MISTRESS QUICKLY
388,1.4.8,"faith, at the latter end of a sea-coal fire.",MISTRESS QUICKLY
389,1.4.9,"An honest, willing, kind fellow, as ever servant",MISTRESS QUICKLY
390,1.4.10,"shall come in house withal, and, I warrant you, no",MISTRESS QUICKLY
391,1.4.11,"tell-tale nor no breed-bate: his worst fault is,",MISTRESS QUICKLY
392,1.4.12,that he is given to prayer; he is something peevish,MISTRESS QUICKLY
393,1.4.13,that way: but nobody but has his fault; but let,MISTRESS QUICKLY
394,1.4.14,"that pass. Peter Simple, you say your name is?",MISTRESS QUICKLY
395,1.4.15,"Ay, for fault of a better.",SIMPLE
396,1.4.16,And Master Slender's your master?,MISTRESS QUICKLY
397,1.4.17,"Ay, forsooth.",SIMPLE
398,1.4.18,"Does he not wear a great round beard, like a",MISTRESS QUICKLY
399,1.4.19,glover's paring-knife?,MISTRESS QUICKLY
400,1.4.20,"No, forsooth: he hath but a little wee face, with a",SIMPLE
401,1.4.21,"little yellow beard, a Cain-coloured beard.",SIMPLE
402,1.4.22,"A softly-sprighted man, is he not?",MISTRESS QUICKLY
403,1.4.23,"Ay, forsooth: but he is as tall a man of his hands",SIMPLE
404,1.4.24,as any is between this and his head; he hath fought,SIMPLE
405,1.4.25,with a warrener.,SIMPLE
406,1.4.26,"How say you? O, I should remember him: does he not",MISTRESS QUICKLY
407,1.4.27,"hold up his head, as it were, and strut in his gait?",MISTRESS QUICKLY
408,1.4.28,"Yes, indeed, does he.",SIMPLE
409,1.4.29,"Well, heaven send Anne Page no worse fortune! Tell",MISTRESS QUICKLY
410,1.4.30,Master Parson Evans I will do what I can for your,MISTRESS QUICKLY
411,1.4.31,"master: Anne is a good girl, and I wish--",MISTRESS QUICKLY
412,1.4.32,"Out, alas! here comes my master.",RUGBY
413,1.4.33,"We shall all be shent. Run in here, good young man;",MISTRESS QUICKLY
414,1.4.34,go into this closet: he will not stay long.,MISTRESS QUICKLY
415,1.4.35,"What, John Rugby! John! what, John, I say!",MISTRESS QUICKLY
416,1.4.36,"Go, John, go inquire for my master; I doubt",MISTRESS QUICKLY
417,1.4.37,"he be not well, that he comes not home.",MISTRESS QUICKLY
418,1.4.38,"And down, down, adown-a,  &amp; c.",MISTRESS QUICKLY
419,1.4.39,"Vat is you sing? I do not like des toys. Pray you,",DOCTOR CAIUS
420,1.4.40,"go and vetch me in my closet un boitier vert, a box,",DOCTOR CAIUS
421,1.4.41,a green-a box: do intend vat I speak? a green-a box.,DOCTOR CAIUS
422,1.4.42,"Ay, forsooth; I'll fetch it you.",MISTRESS QUICKLY
