,LineNos,Lines,Speakers
94,1.1.93,"Sweet cell of virtue and nobility,",TITUS ANDRONICUS
95,1.1.94,"How many sons of mine hast thou in store,",TITUS ANDRONICUS
96,1.1.95,That thou wilt never render to me more!,TITUS ANDRONICUS
97,1.1.96,"Give us the proudest prisoner of the Goths,",LUCIUS
98,1.1.97,"That we may hew his limbs, and on a pile",LUCIUS
99,1.1.98,"Ad manes fratrum sacrifice his flesh,",LUCIUS
100,1.1.99,Before this earthy prison of their bones;,LUCIUS
101,1.1.100,"That so the shadows be not unappeased,",LUCIUS
102,1.1.101,Nor we disturb'd with prodigies on earth.,LUCIUS
103,1.1.102,"I give him you, the noblest that survives,",TITUS ANDRONICUS
104,1.1.103,The eldest son of this distressed queen.,TITUS ANDRONICUS
105,1.1.104,"Stay, Roman brethren! Gracious conqueror,",TAMORA
106,1.1.105,"Victorious Titus, rue the tears I shed,",TAMORA
107,1.1.106,A mother's tears in passion for her son:,TAMORA
108,1.1.107,"And if thy sons were ever dear to thee,",TAMORA
109,1.1.108,"O, think my son to be as dear to me!",TAMORA
110,1.1.109,"Sufficeth not that we are brought to Rome,",TAMORA
111,1.1.110,"To beautify thy triumphs and return,",TAMORA
112,1.1.111,"Captive to thee and to thy Roman yoke,",TAMORA
113,1.1.112,"But must my sons be slaughter'd in the streets,",TAMORA
114,1.1.113,For valiant doings in their country's cause?,TAMORA
115,1.1.114,"O, if to fight for king and commonweal",TAMORA
116,1.1.115,"Were piety in thine, it is in these.",TAMORA
117,1.1.116,"Andronicus, stain not thy tomb with blood:",TAMORA
118,1.1.117,Wilt thou draw near the nature of the gods?,TAMORA
119,1.1.118,Draw near them then in being merciful:,TAMORA
120,1.1.119,Sweet mercy is nobility's true badge:,TAMORA
121,1.1.120,"Thrice noble Titus, spare my first-born son.",TAMORA
122,1.1.121,"Patient yourself, madam, and pardon me.",TITUS ANDRONICUS
123,1.1.122,"These are their brethren, whom you Goths beheld",TITUS ANDRONICUS
124,1.1.123,"Alive and dead, and for their brethren slain",TITUS ANDRONICUS
125,1.1.124,Religiously they ask a sacrifice:,TITUS ANDRONICUS
126,1.1.125,"To this your son is mark'd, and die he must,",TITUS ANDRONICUS
127,1.1.126,To appease their groaning shadows that are gone.,TITUS ANDRONICUS
128,1.1.127,Away with him! and make a fire straight;,LUCIUS
129,1.1.128,"And with our swords, upon a pile of wood,",LUCIUS
130,1.1.129,Let's hew his limbs till they be clean consumed.,LUCIUS
131,1.1.130,"O cruel, irreligious piety!",TAMORA
132,1.1.131,Was ever Scythia half so barbarous?,CHIRON
133,1.1.132,Oppose not Scythia to ambitious Rome.,DEMETRIUS
134,1.1.133,Alarbus goes to rest; and we survive,DEMETRIUS
135,1.1.134,To tremble under Titus' threatening looks.,DEMETRIUS
136,1.1.135,"Then, madam, stand resolved, but hope withal",DEMETRIUS
137,1.1.136,The self-same gods that arm'd the Queen of Troy,DEMETRIUS
138,1.1.137,With opportunity of sharp revenge,DEMETRIUS
139,1.1.138,"Upon the Thracian tyrant in his tent,",DEMETRIUS
140,1.1.139,"May favor Tamora, the Queen of Goths--",DEMETRIUS
141,1.1.140,When Goths were Goths and Tamora was queen--,DEMETRIUS
142,1.1.141,To quit the bloody wrongs upon her foes.,DEMETRIUS
143,1.1.142,"See, lord and father, how we have perform'd",LUCIUS
144,1.1.143,"Our Roman rites: Alarbus' limbs are lopp'd,",LUCIUS
145,1.1.144,"And entrails feed the sacrificing fire,",LUCIUS
146,1.1.145,"Whose smoke, like incense, doth perfume the sky.",LUCIUS
147,1.1.146,"Remaineth nought, but to inter our brethren,",LUCIUS
148,1.1.147,And with loud 'larums welcome them to Rome.,LUCIUS
149,1.1.148,Let it be so; and let Andronicus,TITUS ANDRONICUS
150,1.1.149,Make this his latest farewell to their souls.,TITUS ANDRONICUS
151,1.1.150,"In peace and honour rest you here, my sons;",TITUS ANDRONICUS
152,1.1.151,"Rome's readiest champions, repose you here in rest,",TITUS ANDRONICUS
153,1.1.152,Secure from worldly chances and mishaps!,TITUS ANDRONICUS
154,1.1.153,"Here lurks no treason, here no envy swells,",TITUS ANDRONICUS
155,1.1.154,"Here grow no damned grudges; here are no storms,",TITUS ANDRONICUS
156,1.1.155,"No noise, but silence and eternal sleep:",TITUS ANDRONICUS
157,1.1.156,"In peace and honour rest you here, my sons!",TITUS ANDRONICUS
158,1.1.157,In peace and honour live Lord Titus long;,LAVINIA
159,1.1.158,"My noble lord and father, live in fame!",LAVINIA
160,1.1.159,"Lo, at this tomb my tributary tears",LAVINIA
161,1.1.160,"I render, for my brethren's obsequies;",LAVINIA
162,1.1.161,"And at thy feet I kneel, with tears of joy,",LAVINIA
163,1.1.162,"Shed on the earth, for thy return to Rome:",LAVINIA
164,1.1.163,"O, bless me here with thy victorious hand,",LAVINIA
165,1.1.164,Whose fortunes Rome's best citizens applaud!,LAVINIA
166,1.1.165,"Kind Rome, that hast thus lovingly reserved",TITUS ANDRONICUS
167,1.1.166,The cordial of mine age to glad my heart!,TITUS ANDRONICUS
168,1.1.167,"Lavinia, live; outlive thy father's days,",TITUS ANDRONICUS
169,1.1.168,"And fame's eternal date, for virtue's praise!",TITUS ANDRONICUS
170,1.1.169,"Long live Lord Titus, my beloved brother,",MARCUS ANDRONICUS
171,1.1.170,Gracious triumpher in the eyes of Rome!,MARCUS ANDRONICUS
172,1.1.171,"Thanks, gentle tribune, noble brother Marcus.",TITUS ANDRONICUS
173,1.1.172,"And welcome, nephews, from successful wars,",MARCUS ANDRONICUS
174,1.1.173,"You that survive, and you that sleep in fame!",MARCUS ANDRONICUS
175,1.1.174,"Fair lords, your fortunes are alike in all,",MARCUS ANDRONICUS
176,1.1.175,That in your country's service drew your swords:,MARCUS ANDRONICUS
177,1.1.176,"But safer triumph is this funeral pomp,",MARCUS ANDRONICUS
178,1.1.177,That hath aspired to Solon's happiness,MARCUS ANDRONICUS
179,1.1.178,And triumphs over chance in honour's bed.,MARCUS ANDRONICUS
180,1.1.179,"Titus Andronicus, the people of Rome,",MARCUS ANDRONICUS
181,1.1.180,"Whose friend in justice thou hast ever been,",MARCUS ANDRONICUS
182,1.1.181,"Send thee by me, their tribune and their trust,",MARCUS ANDRONICUS
183,1.1.182,This palliament of white and spotless hue;,MARCUS ANDRONICUS
184,1.1.183,"And name thee in election for the empire,",MARCUS ANDRONICUS
185,1.1.184,With these our late-deceased emperor's sons:,MARCUS ANDRONICUS
186,1.1.185,"Be candidatus then, and put it on,",MARCUS ANDRONICUS
187,1.1.186,And help to set a head on headless Rome.,MARCUS ANDRONICUS
188,1.1.187,A better head her glorious body fits,TITUS ANDRONICUS
189,1.1.188,Than his that shakes for age and feebleness:,TITUS ANDRONICUS
190,1.1.189,"What should I don this robe, and trouble you?",TITUS ANDRONICUS
191,1.1.190,"Be chosen with proclamations to-day,",TITUS ANDRONICUS
192,1.1.191,"To-morrow yield up rule, resign my life,",TITUS ANDRONICUS
193,1.1.192,And set abroad new business for you all?,TITUS ANDRONICUS
194,1.1.193,"Rome, I have been thy soldier forty years,",TITUS ANDRONICUS
195,1.1.194,"And led my country's strength successfully,",TITUS ANDRONICUS
196,1.1.195,"And buried one and twenty valiant sons,",TITUS ANDRONICUS
197,1.1.196,"Knighted in field, slain manfully in arms,",TITUS ANDRONICUS
198,1.1.197,In right and service of their noble country,TITUS ANDRONICUS
199,1.1.198,"Give me a staff of honour for mine age,",TITUS ANDRONICUS
200,1.1.199,But not a sceptre to control the world:,TITUS ANDRONICUS
201,1.1.200,"Upright he held it, lords, that held it last.",TITUS ANDRONICUS
202,1.1.201,"Titus, thou shalt obtain and ask the empery.",MARCUS ANDRONICUS
203,1.1.202,"Proud and ambitious tribune, canst thou tell?",SATURNINUS
204,1.1.203,"Patience, Prince Saturninus.",TITUS ANDRONICUS
205,1.1.204,"Romans, do me right:",SATURNINUS
206,1.1.205,"Patricians, draw your swords: and sheathe them not",SATURNINUS
207,1.1.206,Till Saturninus be Rome's emperor.,SATURNINUS
208,1.1.207,"Andronicus, would thou wert shipp'd to hell,",SATURNINUS
209,1.1.208,Rather than rob me of the people's hearts!,SATURNINUS
210,1.1.209,"Proud Saturnine, interrupter of the good",LUCIUS
211,1.1.210,That noble-minded Titus means to thee!,LUCIUS
212,1.1.211,"Content thee, prince; I will restore to thee",TITUS ANDRONICUS
213,1.1.212,"The people's hearts, and wean them from themselves.",TITUS ANDRONICUS
214,1.1.213,"Andronicus, I do not flatter thee,",BASSIANUS
215,1.1.214,"But honour thee, and will do till I die:",BASSIANUS
216,1.1.215,"My faction if thou strengthen with thy friends,",BASSIANUS
217,1.1.216,I will most thankful be; and thanks to men,BASSIANUS
218,1.1.217,Of noble minds is honourable meed.,BASSIANUS
219,1.1.218,"People of Rome, and people's tribunes here,",TITUS ANDRONICUS
220,1.1.219,I ask your voices and your suffrages:,TITUS ANDRONICUS
221,1.1.220,Will you bestow them friendly on Andronicus?,TITUS ANDRONICUS
222,1.1.221,"To gratify the good Andronicus,",Tribunes
223,1.1.222,"And gratulate his safe return to Rome,",Tribunes
224,1.1.223,The people will accept whom he admits.,Tribunes
225,1.1.224,"Tribunes, I thank you: and this suit I make,",TITUS ANDRONICUS
226,1.1.225,"That you create your emperor's eldest son,",TITUS ANDRONICUS
227,1.1.226,"Lord Saturnine; whose virtues will, I hope,",TITUS ANDRONICUS
228,1.1.227,"Reflect on Rome as Titan's rays on earth,",TITUS ANDRONICUS
229,1.1.228,And ripen justice in this commonweal:,TITUS ANDRONICUS
230,1.1.229,"Then, if you will elect by my advice,",TITUS ANDRONICUS
231,1.1.230,Crown him and say 'Long live our emperor!',TITUS ANDRONICUS
232,1.1.231,"With voices and applause of every sort,",MARCUS ANDRONICUS
233,1.1.232,"Patricians and plebeians, we create",MARCUS ANDRONICUS
234,1.1.233,"Lord Saturninus Rome's great emperor,",MARCUS ANDRONICUS
235,1.1.234,And say 'Long live our Emperor Saturnine!',MARCUS ANDRONICUS
236,1.1.235,"Titus Andronicus, for thy favors done",SATURNINUS
237,1.1.236,"To us in our election this day,",SATURNINUS
238,1.1.237,"I give thee thanks in part of thy deserts,",SATURNINUS
239,1.1.238,And will with deeds requite thy gentleness:,SATURNINUS
240,1.1.239,"And, for an onset, Titus, to advance",SATURNINUS
241,1.1.240,"Thy name and honourable family,",SATURNINUS
242,1.1.241,"Lavinia will I make my empress,",SATURNINUS
243,1.1.242,"Rome's royal mistress, mistress of my heart,",SATURNINUS
244,1.1.243,And in the sacred Pantheon her espouse:,SATURNINUS
245,1.1.244,"Tell me, Andronicus, doth this motion please thee?",SATURNINUS
246,1.1.245,"It doth, my worthy lord; and in this match",TITUS ANDRONICUS
247,1.1.246,I hold me highly honour'd of your grace:,TITUS ANDRONICUS
248,1.1.247,"And here in sight of Rome to Saturnine,",TITUS ANDRONICUS
249,1.1.248,"King and commander of our commonweal,",TITUS ANDRONICUS
250,1.1.249,"The wide world's emperor, do I consecrate",TITUS ANDRONICUS
251,1.1.250,"My sword, my chariot and my prisoners;",TITUS ANDRONICUS
252,1.1.251,Presents well worthy Rome's imperial lord:,TITUS ANDRONICUS
253,1.1.252,"Receive them then, the tribute that I owe,",TITUS ANDRONICUS
254,1.1.253,Mine honour's ensigns humbled at thy feet.,TITUS ANDRONICUS
255,1.1.254,"Thanks, noble Titus, father of my life!",SATURNINUS
256,1.1.255,How proud I am of thee and of thy gifts,SATURNINUS
257,1.1.256,"Rome shall record, and when I do forget",SATURNINUS
258,1.1.257,"The least of these unspeakable deserts,",SATURNINUS
259,1.1.258,"Romans, forget your fealty to me.",SATURNINUS
260,1.1.259,"[To TAMORA]  Now, madam, are you prisoner to",TITUS ANDRONICUS
261,1.1.260,an emperor;,TITUS ANDRONICUS
262,1.1.261,"To him that, for your honour and your state,",TITUS ANDRONICUS
263,1.1.262,Will use you nobly and your followers.,TITUS ANDRONICUS
264,1.1.263,"A goodly lady, trust me; of the hue",SATURNINUS
265,1.1.264,"That I would choose, were I to choose anew.",SATURNINUS
266,1.1.265,"Clear up, fair queen, that cloudy countenance:",SATURNINUS
267,1.1.266,"Though chance of war hath wrought this change of cheer,",SATURNINUS
268,1.1.267,Thou comest not to be made a scorn in Rome:,SATURNINUS
269,1.1.268,Princely shall be thy usage every way.,SATURNINUS
270,1.1.269,"Rest on my word, and let not discontent",SATURNINUS
271,1.1.270,"Daunt all your hopes: madam, he comforts you",SATURNINUS
272,1.1.271,Can make you greater than the Queen of Goths.,SATURNINUS
273,1.1.272,"Lavinia, you are not displeased with this?",SATURNINUS
274,1.1.273,"Not I, my lord; sith true nobility",LAVINIA
275,1.1.274,Warrants these words in princely courtesy.,LAVINIA
276,1.1.275,"Thanks, sweet Lavinia. Romans, let us go;",SATURNINUS
277,1.1.276,Ransomless here we set our prisoners free:,SATURNINUS
278,1.1.277,"Proclaim our honours, lords, with trump and drum.",SATURNINUS
279,1.1.278,"Lord Titus, by your leave, this maid is mine.",BASSIANUS
280,1.1.279,"How, sir! are you in earnest then, my lord?",TITUS ANDRONICUS
281,1.1.280,"Ay, noble Titus; and resolved withal",BASSIANUS
282,1.1.281,To do myself this reason and this right.,BASSIANUS
283,1.1.282,'Suum cuique' is our Roman justice:,MARCUS ANDRONICUS
284,1.1.283,This prince in justice seizeth but his own.,MARCUS ANDRONICUS
285,1.1.284,"And that he will, and shall, if Lucius live.",LUCIUS
286,1.1.285,"Traitors, avaunt! Where is the emperor's guard?",TITUS ANDRONICUS
287,1.1.286,"Treason, my lord! Lavinia is surprised!",TITUS ANDRONICUS
288,1.1.287,Surprised! by whom?,SATURNINUS
289,1.1.288,By him that justly may,BASSIANUS
290,1.1.289,Bear his betroth'd from all the world away.,BASSIANUS
291,1.1.290,"Brothers, help to convey her hence away,",MUTIUS
292,1.1.291,And with my sword I'll keep this door safe.,MUTIUS
293,1.1.292,"Follow, my lord, and I'll soon bring her back.",TITUS ANDRONICUS
294,1.1.293,"My lord, you pass not here.",MUTIUS
295,1.1.294,"What, villain boy!",TITUS ANDRONICUS
296,1.1.295,Barr'st me my way in Rome?,TITUS ANDRONICUS
297,1.1.296,"Help, Lucius, help!",MUTIUS
298,1.1.297,"My lord, you are unjust, and, more than so,",LUCIUS
299,1.1.298,In wrongful quarrel you have slain your son.,LUCIUS
300,1.1.299,"Nor thou, nor he, are any sons of mine;",TITUS ANDRONICUS
301,1.1.300,My sons would never so dishonour me:,TITUS ANDRONICUS
302,1.1.301,"Traitor, restore Lavinia to the emperor.",TITUS ANDRONICUS
303,1.1.302,"Dead, if you will; but not to be his wife,",LUCIUS
304,1.1.303,That is another's lawful promised love.,LUCIUS
305,1.1.304,"No, Titus, no; the emperor needs her not,",SATURNINUS
306,1.1.305,"Nor her, nor thee, nor any of thy stock:",SATURNINUS
307,1.1.306,"I'll trust, by leisure, him that mocks me once;",SATURNINUS
308,1.1.307,"Thee never, nor thy traitorous haughty sons,",SATURNINUS
309,1.1.308,Confederates all thus to dishonour me.,SATURNINUS
310,1.1.309,"Was there none else in Rome to make a stale,",SATURNINUS
311,1.1.310,"But Saturnine? Full well, Andronicus,",SATURNINUS
312,1.1.311,"Agree these deeds with that proud brag of thine,",SATURNINUS
313,1.1.312,That said'st I begg'd the empire at thy hands.,SATURNINUS
314,1.1.313,O monstrous! what reproachful words are these?,TITUS ANDRONICUS
315,1.1.314,"But go thy ways; go, give that changing piece",SATURNINUS
316,1.1.315,To him that flourish'd for her with his sword,SATURNINUS
317,1.1.316,A valiant son-in-law thou shalt enjoy;,SATURNINUS
318,1.1.317,"One fit to bandy with thy lawless sons,",SATURNINUS
319,1.1.318,To ruffle in the commonwealth of Rome.,SATURNINUS
320,1.1.319,These words are razors to my wounded heart.,TITUS ANDRONICUS
321,1.1.320,"And therefore, lovely Tamora, queen of Goths,",SATURNINUS
322,1.1.321,That like the stately Phoebe 'mongst her nymphs,SATURNINUS
323,1.1.322,"Dost overshine the gallant'st dames of Rome,",SATURNINUS
324,1.1.323,"If thou be pleased with this my sudden choice,",SATURNINUS
325,1.1.324,"Behold, I choose thee, Tamora, for my bride,",SATURNINUS
326,1.1.325,"And will create thee empress of Rome,",SATURNINUS
327,1.1.326,"Speak, Queen of Goths, dost thou applaud my choice?",SATURNINUS
328,1.1.327,"And here I swear by all the Roman gods,",SATURNINUS
329,1.1.328,Sith priest and holy water are so near,SATURNINUS
330,1.1.329,And tapers burn so bright and every thing,SATURNINUS
331,1.1.330,"In readiness for Hymenaeus stand,",SATURNINUS
332,1.1.331,"I will not re-salute the streets of Rome,",SATURNINUS
333,1.1.332,"Or climb my palace, till from forth this place",SATURNINUS
334,1.1.333,I lead espoused my bride along with me.,SATURNINUS
335,1.1.334,"And here, in sight of heaven, to Rome I swear,",TAMORA
336,1.1.335,"If Saturnine advance the Queen of Goths,",TAMORA
337,1.1.336,"She will a handmaid be to his desires,",TAMORA
338,1.1.337,"A loving nurse, a mother to his youth.",TAMORA
339,1.1.338,"Ascend, fair queen, Pantheon. Lords, accompany",SATURNINUS
340,1.1.339,"Your noble emperor and his lovely bride,",SATURNINUS
341,1.1.340,"Sent by the heavens for Prince Saturnine,",SATURNINUS
342,1.1.341,Whose wisdom hath her fortune conquered:,SATURNINUS
343,1.1.342,There shall we consummate our spousal rites.,SATURNINUS
344,1.1.343,I am not bid to wait upon this bride.,TITUS ANDRONICUS
345,1.1.344,"Titus, when wert thou wont to walk alone,",TITUS ANDRONICUS
346,1.1.345,"Dishonour'd thus, and challenged of wrongs?",TITUS ANDRONICUS
347,1.1.346,"O Titus, see, O, see what thou hast done!",MARCUS ANDRONICUS
348,1.1.347,In a bad quarrel slain a virtuous son.,MARCUS ANDRONICUS
349,1.1.348,"No, foolish tribune, no; no son of mine,",TITUS ANDRONICUS
350,1.1.349,"Nor thou, nor these, confederates in the deed",TITUS ANDRONICUS
351,1.1.350,That hath dishonour'd all our family;,TITUS ANDRONICUS
352,1.1.351,"Unworthy brother, and unworthy sons!",TITUS ANDRONICUS
353,1.1.352,"But let us give him burial, as becomes;",LUCIUS
354,1.1.353,Give Mutius burial with our brethren.,LUCIUS
355,1.1.354,"Traitors, away! he rests not in this tomb:",TITUS ANDRONICUS
356,1.1.355,"This monument five hundred years hath stood,",TITUS ANDRONICUS
357,1.1.356,Which I have sumptuously re-edified:,TITUS ANDRONICUS
358,1.1.357,Here none but soldiers and Rome's servitors,TITUS ANDRONICUS
359,1.1.358,Repose in fame; none basely slain in brawls:,TITUS ANDRONICUS
360,1.1.359,Bury him where you can; he comes not here.,TITUS ANDRONICUS
361,1.1.360,"My lord, this is impiety in you:",MARCUS ANDRONICUS
362,1.1.361,My nephew Mutius' deeds do plead for him,MARCUS ANDRONICUS
363,1.1.362,He must be buried with his brethren.,MARCUS ANDRONICUS
364,1.1.363,"And shall, or him we will accompany.",MARTIUS
365,1.1.364,'And shall!' what villain was it that spake,TITUS ANDRONICUS
366,1.1.365,that word?,TITUS ANDRONICUS
367,1.1.366,He that would vouch it in any place but here.,QUINTUS
368,1.1.367,"What, would you bury him in my despite?",TITUS ANDRONICUS
369,1.1.368,"No, noble Titus, but entreat of thee",MARCUS ANDRONICUS
370,1.1.369,To pardon Mutius and to bury him.,MARCUS ANDRONICUS
371,1.1.370,"Marcus, even thou hast struck upon my crest,",TITUS ANDRONICUS
372,1.1.371,"And, with these boys, mine honour thou hast wounded:",TITUS ANDRONICUS
373,1.1.372,My foes I do repute you every one;,TITUS ANDRONICUS
374,1.1.373,"So, trouble me no more, but get you gone.",TITUS ANDRONICUS
375,1.1.374,He is not with himself; let us withdraw.,MARTIUS
376,1.1.375,"Not I, till Mutius' bones be buried.",QUINTUS
377,1.1.376,"Brother, for in that name doth nature plead,--",MARCUS ANDRONICUS
378,1.1.377,"Father, and in that name doth nature speak,--",QUINTUS
379,1.1.378,"Speak thou no more, if all the rest will speed.",TITUS ANDRONICUS
380,1.1.379,"Renowned Titus, more than half my soul,--",MARCUS ANDRONICUS
381,1.1.380,"Dear father, soul and substance of us all,--",LUCIUS
382,1.1.381,Suffer thy brother Marcus to inter,MARCUS ANDRONICUS
383,1.1.382,"His noble nephew here in virtue's nest,",MARCUS ANDRONICUS
384,1.1.383,That died in honour and Lavinia's cause.,MARCUS ANDRONICUS
385,1.1.384,Thou art a Roman; be not barbarous:,MARCUS ANDRONICUS
386,1.1.385,The Greeks upon advice did bury Ajax,MARCUS ANDRONICUS
387,1.1.386,That slew himself; and wise Laertes' son,MARCUS ANDRONICUS
388,1.1.387,Did graciously plead for his funerals:,MARCUS ANDRONICUS
389,1.1.388,"Let not young Mutius, then, that was thy joy",MARCUS ANDRONICUS
390,1.1.389,Be barr'd his entrance here.,MARCUS ANDRONICUS
391,1.1.390,"Rise, Marcus, rise.",TITUS ANDRONICUS
392,1.1.391,"The dismall'st day is this that e'er I saw,",TITUS ANDRONICUS
393,1.1.392,To be dishonour'd by my sons in Rome!,TITUS ANDRONICUS
394,1.1.393,"Well, bury him, and bury me the next.",TITUS ANDRONICUS
395,1.1.394,"There lie thy bones, sweet Mutius, with thy friends,",LUCIUS
396,1.1.395,Till we with trophies do adorn thy tomb.,LUCIUS
397,1.1.396,[Kneeling]  No man shed tears for noble Mutius;,All
398,1.1.397,He lives in fame that died in virtue's cause.,All
