,LineNos,Lines,Speakers
33,1.1.32,"He hath been out nine years, and away he shall",GLOUCESTER
34,1.1.33,again. The king is coming.,GLOUCESTER
35,1.1.34,"Attend the lords of France and Burgundy, Gloucester.",KING LEAR
36,1.1.35,"I shall, my liege.",GLOUCESTER
37,1.1.36,Meantime we shall express our darker purpose.,KING LEAR
38,1.1.37,Give me the map there. Know that we have divided,KING LEAR
39,1.1.38,In three our kingdom: and 'tis our fast intent,KING LEAR
40,1.1.39,To shake all cares and business from our age;,KING LEAR
41,1.1.40,"Conferring them on younger strengths, while we",KING LEAR
42,1.1.41,"Unburthen'd crawl toward death. Our son of Cornwall,",KING LEAR
43,1.1.42,"And you, our no less loving son of Albany,",KING LEAR
44,1.1.43,We have this hour a constant will to publish,KING LEAR
45,1.1.44,"Our daughters' several dowers, that future strife",KING LEAR
46,1.1.45,"May be prevented now. The princes, France and Burgundy,",KING LEAR
47,1.1.46,"Great rivals in our youngest daughter's love,",KING LEAR
48,1.1.47,"Long in our court have made their amorous sojourn,",KING LEAR
49,1.1.48,"And here are to be answer'd. Tell me, my daughters,--",KING LEAR
50,1.1.49,"Since now we will divest us both of rule,",KING LEAR
51,1.1.50,"Interest of territory, cares of state,--",KING LEAR
52,1.1.51,Which of you shall we say doth love us most?,KING LEAR
53,1.1.52,That we our largest bounty may extend,KING LEAR
54,1.1.53,"Where nature doth with merit challenge. Goneril,",KING LEAR
55,1.1.54,"Our eldest-born, speak first.",KING LEAR
56,1.1.55,"Sir, I love you more than words can wield the matter;",GONERIL
57,1.1.56,"Dearer than eye-sight, space, and liberty;",GONERIL
58,1.1.57,"Beyond what can be valued, rich or rare;",GONERIL
59,1.1.58,"No less than life, with grace, health, beauty, honour;",GONERIL
60,1.1.59,"As much as child e'er loved, or father found;",GONERIL
61,1.1.60,"A love that makes breath poor, and speech unable;",GONERIL
62,1.1.61,Beyond all manner of so much I love you.,GONERIL
63,1.1.62,[Aside]  What shall Cordelia do?,CORDELIA
64,1.1.63,"Love, and be silent.",CORDELIA
65,1.1.64,"Of all these bounds, even from this line to this,",LEAR
66,1.1.65,"With shadowy forests and with champains rich'd,",LEAR
67,1.1.66,"With plenteous rivers and wide-skirted meads,",LEAR
68,1.1.67,We make thee lady: to thine and Albany's issue,LEAR
69,1.1.68,"Be this perpetual. What says our second daughter,",LEAR
70,1.1.69,"Our dearest Regan, wife to Cornwall? Speak.",LEAR
71,1.1.70,"Sir, I am made",REGAN
72,1.1.71,"Of the self-same metal that my sister is,",REGAN
73,1.1.72,And prize me at her worth. In my true heart,REGAN
74,1.1.73,I find she names my very deed of love;,REGAN
75,1.1.74,Only she comes too short: that I profess,REGAN
76,1.1.75,"Myself an enemy to all other joys,",REGAN
77,1.1.76,Which the most precious square of sense possesses;,REGAN
78,1.1.77,And find I am alone felicitate,REGAN
79,1.1.78,In your dear highness' love.,REGAN
80,1.1.79,[Aside]	Then poor Cordelia!,CORDELIA
81,1.1.80,"And yet not so; since, I am sure, my love's",CORDELIA
82,1.1.81,More richer than my tongue.,CORDELIA
83,1.1.82,To thee and thine hereditary ever,KING LEAR
84,1.1.83,Remain this ample third of our fair kingdom;,KING LEAR
85,1.1.84,"No less in space, validity, and pleasure,",KING LEAR
86,1.1.85,"Than that conferr'd on Goneril. Now, our joy,",KING LEAR
87,1.1.86,"Although the last, not least; to whose young love",KING LEAR
88,1.1.87,The vines of France and milk of Burgundy,KING LEAR
89,1.1.88,Strive to be interess'd; what can you say to draw,KING LEAR
90,1.1.89,A third more opulent than your sisters? Speak.,KING LEAR
91,1.1.90,"Nothing, my lord.",CORDELIA
92,1.1.91,Nothing!,KING LEAR
93,1.1.92,Nothing.,CORDELIA
94,1.1.93,Nothing will come of nothing: speak again.,KING LEAR
95,1.1.94,"Unhappy that I am, I cannot heave",CORDELIA
96,1.1.95,My heart into my mouth: I love your majesty,CORDELIA
97,1.1.96,According to my bond; nor more nor less.,CORDELIA
98,1.1.97,"How, how, Cordelia! mend your speech a little,",KING LEAR
99,1.1.98,Lest it may mar your fortunes.,KING LEAR
100,1.1.99,"Good my lord,",CORDELIA
101,1.1.100,"You have begot me, bred me, loved me: I",CORDELIA
102,1.1.101,"Return those duties back as are right fit,",CORDELIA
103,1.1.102,"Obey you, love you, and most honour you.",CORDELIA
104,1.1.103,"Why have my sisters husbands, if they say",CORDELIA
105,1.1.104,"They love you all? Haply, when I shall wed,",CORDELIA
106,1.1.105,That lord whose hand must take my plight shall carry,CORDELIA
107,1.1.106,"Half my love with him, half my care and duty:",CORDELIA
108,1.1.107,"Sure, I shall never marry like my sisters,",CORDELIA
109,1.1.108,To love my father all.,CORDELIA
110,1.1.109,But goes thy heart with this?,KING LEAR
111,1.1.110,"Ay, good my lord.",CORDELIA
112,1.1.111,"So young, and so untender?",KING LEAR
113,1.1.112,"So young, my lord, and true.",CORDELIA
114,1.1.113,"Let it be so; thy truth, then, be thy dower:",KING LEAR
115,1.1.114,"For, by the sacred radiance of the sun,",KING LEAR
116,1.1.115,"The mysteries of Hecate, and the night;",KING LEAR
117,1.1.116,By all the operation of the orbs,KING LEAR
118,1.1.117,"From whom we do exist, and cease to be;",KING LEAR
119,1.1.118,"Here I disclaim all my paternal care,",KING LEAR
120,1.1.119,"Propinquity and property of blood,",KING LEAR
121,1.1.120,And as a stranger to my heart and me,KING LEAR
122,1.1.121,"Hold thee, from this, for ever. The barbarous Scythian,",KING LEAR
123,1.1.122,Or he that makes his generation messes,KING LEAR
124,1.1.123,"To gorge his appetite, shall to my bosom",KING LEAR
125,1.1.124,"Be as well neighbour'd, pitied, and relieved,",KING LEAR
126,1.1.125,As thou my sometime daughter.,KING LEAR
127,1.1.126,"Good my liege,--",KENT
128,1.1.127,"Peace, Kent!",KING LEAR
129,1.1.128,Come not between the dragon and his wrath.,KING LEAR
130,1.1.129,"I loved her most, and thought to set my rest",KING LEAR
131,1.1.130,"On her kind nursery. Hence, and avoid my sight!",KING LEAR
132,1.1.131,"So be my grave my peace, as here I give",KING LEAR
133,1.1.132,Her father's heart from her! Call France; who stirs?,KING LEAR
134,1.1.133,"Call Burgundy. Cornwall and Albany,",KING LEAR
135,1.1.134,With my two daughters' dowers digest this third:,KING LEAR
136,1.1.135,"Let pride, which she calls plainness, marry her.",KING LEAR
137,1.1.136,"I do invest you jointly with my power,",KING LEAR
138,1.1.137,"Pre-eminence, and all the large effects",KING LEAR
139,1.1.138,"That troop with majesty. Ourself, by monthly course,",KING LEAR
140,1.1.139,"With reservation of an hundred knights,",KING LEAR
141,1.1.140,"By you to be sustain'd, shall our abode",KING LEAR
142,1.1.141,Make with you by due turns. Only we still retain,KING LEAR
143,1.1.142,"The name, and all the additions to a king;",KING LEAR
144,1.1.143,"The sway, revenue, execution of the rest,",KING LEAR
145,1.1.144,"Beloved sons, be yours: which to confirm,",KING LEAR
146,1.1.145,This coronet part betwixt you.,KING LEAR
147,1.1.146,"Royal Lear,",KENT
148,1.1.147,"Whom I have ever honour'd as my king,",KENT
149,1.1.148,"Loved as my father, as my master follow'd,",KENT
150,1.1.149,"As my great patron thought on in my prayers,--",KENT
151,1.1.150,"The bow is bent and drawn, make from the shaft.",KING LEAR
152,1.1.151,"Let it fall rather, though the fork invade",KENT
153,1.1.152,"The region of my heart: be Kent unmannerly,",KENT
154,1.1.153,"When Lear is mad. What wilt thou do, old man?",KENT
155,1.1.154,"Think'st thou that duty shall have dread to speak,",KENT
156,1.1.155,"When power to flattery bows? To plainness honour's bound,",KENT
157,1.1.156,When majesty stoops to folly. Reverse thy doom;,KENT
158,1.1.157,"And, in thy best consideration, cheque",KENT
159,1.1.158,"This hideous rashness: answer my life my judgment,",KENT
160,1.1.159,Thy youngest daughter does not love thee least;,KENT
161,1.1.160,Nor are those empty-hearted whose low sound,KENT
162,1.1.161,Reverbs no hollowness.,KENT
163,1.1.162,"Kent, on thy life, no more.",KING LEAR
164,1.1.163,My life I never held but as a pawn,KENT
165,1.1.164,"To wage against thy enemies; nor fear to lose it,",KENT
166,1.1.165,Thy safety being the motive.,KENT
167,1.1.166,Out of my sight!,KING LEAR
168,1.1.167,"See better, Lear; and let me still remain",KENT
169,1.1.168,The true blank of thine eye.,KENT
170,1.1.169,"Now, by Apollo,--",KING LEAR
171,1.1.170,"                  Now, by Apollo, king,",KENT
172,1.1.171,Thou swear'st thy gods in vain.,KENT
173,1.1.172,"O, vassal! miscreant!",KING LEAR
174,1.1.173,"Dear sir, forbear.",CORNWALL
175,1.1.174,Do:,KENT
176,1.1.175,"Kill thy physician, and the fee bestow",KENT
177,1.1.176,Upon thy foul disease. Revoke thy doom;,KENT
178,1.1.177,"Or, whilst I can vent clamour from my throat,",KENT
179,1.1.178,I'll tell thee thou dost evil.,KENT
180,1.1.179,"Hear me, recreant!",KING LEAR
181,1.1.180,"On thine allegiance, hear me!",KING LEAR
182,1.1.181,"Since thou hast sought to make us break our vow,",KING LEAR
183,1.1.182,"Which we durst never yet, and with strain'd pride",KING LEAR
184,1.1.183,"To come between our sentence and our power,",KING LEAR
185,1.1.184,"Which nor our nature nor our place can bear,",KING LEAR
186,1.1.185,"Our potency made good, take thy reward.",KING LEAR
187,1.1.186,"Five days we do allot thee, for provision",KING LEAR
188,1.1.187,To shield thee from diseases of the world;,KING LEAR
189,1.1.188,And on the sixth to turn thy hated back,KING LEAR
190,1.1.189,"Upon our kingdom: if, on the tenth day following,",KING LEAR
191,1.1.190,"Thy banish'd trunk be found in our dominions,",KING LEAR
192,1.1.191,"The moment is thy death. Away! by Jupiter,",KING LEAR
193,1.1.192,This shall not be revoked.,KING LEAR
194,1.1.193,"Fare thee well, king: sith thus thou wilt appear,",KENT
195,1.1.194,"Freedom lives hence, and banishment is here.",KENT
196,1.1.195,"The gods to their dear shelter take thee, maid,",KENT
197,1.1.196,"That justly think'st, and hast most rightly said!",KENT
198,1.1.197,"And your large speeches may your deeds approve,",KENT
199,1.1.198,That good effects may spring from words of love.,KENT
200,1.1.199,"Thus Kent, O princes, bids you all adieu;",KENT
201,1.1.200,He'll shape his old course in a country new.,KENT
202,1.1.201,"Here's France and Burgundy, my noble lord.",GLOUCESTER
203,1.1.202,My lord of Burgundy.,KING LEAR
204,1.1.203,"We first address towards you, who with this king",KING LEAR
205,1.1.204,"Hath rivall'd for our daughter: what, in the least,",KING LEAR
206,1.1.205,"Will you require in present dower with her,",KING LEAR
207,1.1.206,Or cease your quest of love?,KING LEAR
208,1.1.207,"Most royal majesty,",BURGUNDY
209,1.1.208,"I crave no more than what your highness offer'd,",BURGUNDY
210,1.1.209,Nor will you tender less.,BURGUNDY
211,1.1.210,"Right noble Burgundy,",KING LEAR
212,1.1.211,"When she was dear to us, we did hold her so;",KING LEAR
213,1.1.212,"But now her price is fall'n. Sir, there she stands:",KING LEAR
214,1.1.213,"If aught within that little seeming substance,",KING LEAR
215,1.1.214,"Or all of it, with our displeasure pieced,",KING LEAR
216,1.1.215,"And nothing more, may fitly like your grace,",KING LEAR
217,1.1.216,"She's there, and she is yours.",KING LEAR
218,1.1.217,I know no answer.,BURGUNDY
219,1.1.218,"Will you, with those infirmities she owes,",KING LEAR
220,1.1.219,"Unfriended, new-adopted to our hate,",KING LEAR
221,1.1.220,"Dower'd with our curse, and stranger'd with our oath,",KING LEAR
222,1.1.221,"Take her, or leave her?",KING LEAR
223,1.1.222,"Pardon me, royal sir;",BURGUNDY
224,1.1.223,Election makes not up on such conditions.,BURGUNDY
225,1.1.224,"Then leave her, sir; for, by the power that made me,",KING LEAR
226,1.1.225,I tell you all her wealth.,KING LEAR
227,1.1.226,"For you, great king,",KING LEAR
228,1.1.227,"I would not from your love make such a stray,",KING LEAR
229,1.1.228,To match you where I hate; therefore beseech you,KING LEAR
230,1.1.229,To avert your liking a more worthier way,KING LEAR
231,1.1.230,Than on a wretch whom nature is ashamed,KING LEAR
232,1.1.231,Almost to acknowledge hers.,KING LEAR
233,1.1.232,"This is most strange,",KING OF FRANCE
234,1.1.233,"That she, that even but now was your best object,",KING OF FRANCE
235,1.1.234,"The argument of your praise, balm of your age,",KING OF FRANCE
236,1.1.235,"Most best, most dearest, should in this trice of time",KING OF FRANCE
237,1.1.236,"Commit a thing so monstrous, to dismantle",KING OF FRANCE
238,1.1.237,"So many folds of favour. Sure, her offence",KING OF FRANCE
239,1.1.238,"Must be of such unnatural degree,",KING OF FRANCE
240,1.1.239,"That monsters it, or your fore-vouch'd affection",KING OF FRANCE
241,1.1.240,"Fall'n into taint: which to believe of her,",KING OF FRANCE
242,1.1.241,Must be a faith that reason without miracle,KING OF FRANCE
243,1.1.242,Could never plant in me.,KING OF FRANCE
244,1.1.243,"I yet beseech your majesty,--",CORDELIA
245,1.1.244,"If for I want that glib and oily art,",CORDELIA
246,1.1.245,"To speak and purpose not; since what I well intend,",CORDELIA
247,1.1.246,"I'll do't before I speak,--that you make known",CORDELIA
248,1.1.247,"It is no vicious blot, murder, or foulness,",CORDELIA
249,1.1.248,"No unchaste action, or dishonour'd step,",CORDELIA
250,1.1.249,That hath deprived me of your grace and favour;,CORDELIA
251,1.1.250,"But even for want of that for which I am richer,",CORDELIA
252,1.1.251,"A still-soliciting eye, and such a tongue",CORDELIA
253,1.1.252,"As I am glad I have not, though not to have it",CORDELIA
254,1.1.253,Hath lost me in your liking.,CORDELIA
255,1.1.254,Better thou,KING LEAR
256,1.1.255,Hadst not been born than not to have pleased me better.,KING LEAR
257,1.1.256,"Is it but this,--a tardiness in nature",KING OF FRANCE
258,1.1.257,Which often leaves the history unspoke,KING OF FRANCE
259,1.1.258,"That it intends to do? My lord of Burgundy,",KING OF FRANCE
260,1.1.259,What say you to the lady? Love's not love,KING OF FRANCE
261,1.1.260,When it is mingled with regards that stand,KING OF FRANCE
262,1.1.261,Aloof from the entire point. Will you have her?,KING OF FRANCE
263,1.1.262,She is herself a dowry.,KING OF FRANCE
264,1.1.263,"Royal Lear,",BURGUNDY
265,1.1.264,"Give but that portion which yourself proposed,",BURGUNDY
266,1.1.265,"And here I take Cordelia by the hand,",BURGUNDY
267,1.1.266,Duchess of Burgundy.,BURGUNDY
268,1.1.267,Nothing: I have sworn; I am firm.,KING LEAR
269,1.1.268,"I am sorry, then, you have so lost a father",BURGUNDY
270,1.1.269,That you must lose a husband.,BURGUNDY
271,1.1.270,Peace be with Burgundy!,CORDELIA
272,1.1.271,"Since that respects of fortune are his love,",CORDELIA
273,1.1.272,I shall not be his wife.,CORDELIA
274,1.1.273,"Fairest Cordelia, that art most rich, being poor;",KING OF FRANCE
275,1.1.274,"Most choice, forsaken; and most loved, despised!",KING OF FRANCE
276,1.1.275,Thee and thy virtues here I seize upon:,KING OF FRANCE
277,1.1.276,Be it lawful I take up what's cast away.,KING OF FRANCE
278,1.1.277,"Gods, gods! 'tis strange that from their cold'st neglect",KING OF FRANCE
279,1.1.278,My love should kindle to inflamed respect.,KING OF FRANCE
280,1.1.279,"Thy dowerless daughter, king, thrown to my chance,",KING OF FRANCE
281,1.1.280,"Is queen of us, of ours, and our fair France:",KING OF FRANCE
282,1.1.281,Not all the dukes of waterish Burgundy,KING OF FRANCE
283,1.1.282,Can buy this unprized precious maid of me.,KING OF FRANCE
284,1.1.283,"Bid them farewell, Cordelia, though unkind:",KING OF FRANCE
285,1.1.284,"Thou losest here, a better where to find.",KING OF FRANCE
286,1.1.285,"Thou hast her, France: let her be thine; for we",KING LEAR
287,1.1.286,"Have no such daughter, nor shall ever see",KING LEAR
288,1.1.287,That face of hers again. Therefore be gone,KING LEAR
289,1.1.288,"Without our grace, our love, our benison.",KING LEAR
290,1.1.289,"Come, noble Burgundy.",KING LEAR
291,1.1.290,Bid farewell to your sisters.,KING OF FRANCE
292,1.1.291,"The jewels of our father, with wash'd eyes",CORDELIA
293,1.1.292,Cordelia leaves you: I know you what you are;,CORDELIA
294,1.1.293,And like a sister am most loath to call,CORDELIA
295,1.1.294,Your faults as they are named. Use well our father:,CORDELIA
296,1.1.295,To your professed bosoms I commit him,CORDELIA
297,1.1.296,"But yet, alas, stood I within his grace,",CORDELIA
298,1.1.297,I would prefer him to a better place.,CORDELIA
299,1.1.298,"So, farewell to you both.",CORDELIA
300,1.1.299,Prescribe not us our duties.,REGAN
301,1.1.300,Let your study,GONERIL
302,1.1.301,"Be to content your lord, who hath received you",GONERIL
303,1.1.302,"At fortune's alms. You have obedience scanted,",GONERIL
304,1.1.303,And well are worth the want that you have wanted.,GONERIL
305,1.1.304,Time shall unfold what plaited cunning hides:,CORDELIA
306,1.1.305,"Who cover faults, at last shame them derides.",CORDELIA
307,1.1.306,Well may you prosper!,CORDELIA
308,1.1.307,"Come, my fair Cordelia.",KING OF FRANCE
309,1.1.308,"Sister, it is not a little I have to say of what",GONERIL
310,1.1.309,most nearly appertains to us both. I think our,GONERIL
311,1.1.310,father will hence to-night.,GONERIL
312,1.1.311,"That's most certain, and with you; next month with us.",REGAN
313,1.1.312,You see how full of changes his age is; the,GONERIL
314,1.1.313,observation we have made of it hath not been,GONERIL
315,1.1.314,little: he always loved our sister most; and,GONERIL
316,1.1.315,with what poor judgment he hath now cast her off,GONERIL
317,1.1.316,appears too grossly.,GONERIL
318,1.1.317,'Tis the infirmity of his age: yet he hath ever,REGAN
319,1.1.318,but slenderly known himself.,REGAN
320,1.1.319,The best and soundest of his time hath been but,GONERIL
321,1.1.320,"rash; then must we look to receive from his age,",GONERIL
322,1.1.321,not alone the imperfections of long-engraffed,GONERIL
323,1.1.322,"condition, but therewithal the unruly waywardness",GONERIL
324,1.1.323,that infirm and choleric years bring with them.,GONERIL
325,1.1.324,Such unconstant starts are we like to have from,REGAN
326,1.1.325,him as this of Kent's banishment.,REGAN
327,1.1.326,There is further compliment of leavetaking,GONERIL
328,1.1.327,"between France and him. Pray you, let's hit",GONERIL
329,1.1.328,together: if our father carry authority with,GONERIL
330,1.1.329,"such dispositions as he bears, this last",GONERIL
331,1.1.330,surrender of his will but offend us.,GONERIL
332,1.1.331,We shall further think on't.,REGAN
333,1.1.332,"We must do something, and i' the heat.",GONERIL
334,1.2.1,"Thou, nature, art my goddess; to thy law",EDMUND
335,1.2.2,My services are bound. Wherefore should I,EDMUND
336,1.2.3,"Stand in the plague of custom, and permit",EDMUND
337,1.2.4,"The curiosity of nations to deprive me,",EDMUND
338,1.2.5,For that I am some twelve or fourteen moon-shines,EDMUND
339,1.2.6,Lag of a brother? Why bastard? wherefore base?,EDMUND
340,1.2.7,"When my dimensions are as well compact,",EDMUND
341,1.2.8,"My mind as generous, and my shape as true,",EDMUND
342,1.2.9,As honest madam's issue? Why brand they us,EDMUND
343,1.2.10,"With base? with baseness? bastardy? base, base?",EDMUND
344,1.2.11,"Who, in the lusty stealth of nature, take",EDMUND
345,1.2.12,More composition and fierce quality,EDMUND
346,1.2.13,"Than doth, within a dull, stale, tired bed,",EDMUND
347,1.2.14,"Go to the creating a whole tribe of fops,",EDMUND
348,1.2.15,"Got 'tween asleep and wake? Well, then,",EDMUND
349,1.2.16,"Legitimate Edgar, I must have your land:",EDMUND
350,1.2.17,Our father's love is to the bastard Edmund,EDMUND
351,1.2.18,"As to the legitimate: fine word,--legitimate!",EDMUND
352,1.2.19,"Well, my legitimate, if this letter speed,",EDMUND
353,1.2.20,"And my invention thrive, Edmund the base",EDMUND
354,1.2.21,Shall top the legitimate. I grow; I prosper:,EDMUND
355,1.2.22,"Now, gods, stand up for bastards!",EDMUND
356,1.2.23,Kent banish'd thus! and France in choler parted!,GLOUCESTER
357,1.2.24,And the king gone to-night! subscribed his power!,GLOUCESTER
358,1.2.25,Confined to exhibition! All this done,GLOUCESTER
359,1.2.26,"Upon the gad! Edmund, how now! what news?",GLOUCESTER
360,1.2.27,"So please your lordship, none.",EDMUND
361,1.2.28,Why so earnestly seek you to put up that letter?,GLOUCESTER
362,1.2.29,"I know no news, my lord.",EDMUND
363,1.2.30,What paper were you reading?,GLOUCESTER
364,1.2.31,"Nothing, my lord.",EDMUND
365,1.2.32,"No? What needed, then, that terrible dispatch of",GLOUCESTER
366,1.2.33,it into your pocket? the quality of nothing hath,GLOUCESTER
367,1.2.34,"not such need to hide itself. Let's see: come,",GLOUCESTER
368,1.2.35,"if it be nothing, I shall not need spectacles.",GLOUCESTER
369,1.2.36,"I beseech you, sir, pardon me: it is a letter",EDMUND
370,1.2.37,"from my brother, that I have not all o'er-read;",EDMUND
371,1.2.38,"and for so much as I have perused, I find it not",EDMUND
372,1.2.39,fit for your o'er-looking.,EDMUND
373,1.2.40,"Give me the letter, sir.",GLOUCESTER
374,1.2.41,"I shall offend, either to detain or give it. The",EDMUND
375,1.2.42,"contents, as in part I understand them, are to blame.",EDMUND
376,1.2.43,"Let's see, let's see.",GLOUCESTER
377,1.2.44,"I hope, for my brother's justification, he wrote",EDMUND
378,1.2.45,this but as an essay or taste of my virtue.,EDMUND
379,1.2.46,[Reads]  'This policy and reverence of age makes,GLOUCESTER
380,1.2.47,the world bitter to the best of our times; keeps,GLOUCESTER
381,1.2.48,our fortunes from us till our oldness cannot relish,GLOUCESTER
382,1.2.49,them. I begin to find an idle and fond bondage,GLOUCESTER
383,1.2.50,"in the oppression of aged tyranny; who sways, not",GLOUCESTER
384,1.2.51,"as it hath power, but as it is suffered. Come to",GLOUCESTER
385,1.2.52,"me, that of this I may speak more. If our father",GLOUCESTER
386,1.2.53,"would sleep till I waked him, you should half his",GLOUCESTER
387,1.2.54,"revenue for ever, and live the beloved of your",GLOUCESTER
388,1.2.55,"brother,	EDGAR.'",GLOUCESTER
389,1.2.56,"Hum--conspiracy!--'Sleep till I waked him,--you",GLOUCESTER
390,1.2.57,"should enjoy half his revenue,'--My son Edgar!",GLOUCESTER
391,1.2.58,Had he a hand to write this? a heart and brain,GLOUCESTER
392,1.2.59,to breed it in?--When came this to you? who,GLOUCESTER
393,1.2.60,brought it?,GLOUCESTER
394,1.2.61,"It was not brought me, my lord; there's the",EDMUND
395,1.2.62,cunning of it; I found it thrown in at the,EDMUND
396,1.2.63,casement of my closet.,EDMUND
397,1.2.64,You know the character to be your brother's?,GLOUCESTER
398,1.2.65,"If the matter were good, my lord, I durst swear",EDMUND
399,1.2.66,"it were his; but, in respect of that, I would",EDMUND
400,1.2.67,fain think it were not.,EDMUND
401,1.2.68,It is his.,GLOUCESTER
402,1.2.69,"It is his hand, my lord; but I hope his heart is",EDMUND
403,1.2.70,not in the contents.,EDMUND
404,1.2.71,Hath he never heretofore sounded you in this business?,GLOUCESTER
405,1.2.72,"Never, my lord: but I have heard him oft",EDMUND
406,1.2.73,"maintain it to be fit, that, sons at perfect age,",EDMUND
407,1.2.74,"and fathers declining, the father should be as",EDMUND
408,1.2.75,"ward to the son, and the son manage his revenue.",EDMUND
409,1.2.76,"O villain, villain! His very opinion in the",GLOUCESTER
410,1.2.77,"letter! Abhorred villain! Unnatural, detested,",GLOUCESTER
411,1.2.78,"brutish villain! worse than brutish! Go, sirrah,",GLOUCESTER
412,1.2.79,seek him; I'll apprehend him: abominable villain!,GLOUCESTER
413,1.2.80,Where is he?,GLOUCESTER
414,1.2.81,"I do not well know, my lord. If it shall please",EDMUND
415,1.2.82,you to suspend your indignation against my,EDMUND
416,1.2.83,brother till you can derive from him better,EDMUND
417,1.2.84,"testimony of his intent, you shall run a certain",EDMUND
418,1.2.85,"course; where, if you violently proceed against",EDMUND
419,1.2.86,"him, mistaking his purpose, it would make a great",EDMUND
420,1.2.87,"gap in your own honour, and shake in pieces the",EDMUND
421,1.2.88,heart of his obedience. I dare pawn down my life,EDMUND
422,1.2.89,"for him, that he hath wrote this to feel my",EDMUND
423,1.2.90,"affection to your honour, and to no further",EDMUND
424,1.2.91,pretence of danger.,EDMUND
425,1.2.92,Think you so?,GLOUCESTER
426,1.2.93,"If your honour judge it meet, I will place you",EDMUND
427,1.2.94,"where you shall hear us confer of this, and by an",EDMUND
428,1.2.95,auricular assurance have your satisfaction; and,EDMUND
429,1.2.96,that without any further delay than this very evening.,EDMUND
430,1.2.97,He cannot be such a monster--,GLOUCESTER
431,1.2.98,"Nor is not, sure.",EDMUND
432,1.2.99,"To his father, that so tenderly and entirely",GLOUCESTER
433,1.2.100,"loves him. Heaven and earth! Edmund, seek him",GLOUCESTER
434,1.2.101,"out: wind me into him, I pray you: frame the",GLOUCESTER
435,1.2.102,business after your own wisdom. I would unstate,GLOUCESTER
436,1.2.103,"myself, to be in a due resolution.",GLOUCESTER
437,1.2.104,"I will seek him, sir, presently: convey the",EDMUND
438,1.2.105,business as I shall find means and acquaint you withal.,EDMUND
439,1.2.106,These late eclipses in the sun and moon portend,GLOUCESTER
440,1.2.107,no good to us: though the wisdom of nature can,GLOUCESTER
441,1.2.108,"reason it thus and thus, yet nature finds itself",GLOUCESTER
442,1.2.109,"scourged by the sequent effects: love cools,",GLOUCESTER
443,1.2.110,"friendship falls off, brothers divide: in",GLOUCESTER
444,1.2.111,"cities, mutinies; in countries, discord; in",GLOUCESTER
445,1.2.112,"palaces, treason; and the bond cracked 'twixt son",GLOUCESTER
446,1.2.113,and father. This villain of mine comes under the,GLOUCESTER
447,1.2.114,prediction; there's son against father: the king,GLOUCESTER
448,1.2.115,falls from bias of nature; there's father against,GLOUCESTER
449,1.2.116,child. We have seen the best of our time:,GLOUCESTER
450,1.2.117,"machinations, hollowness, treachery, and all",GLOUCESTER
451,1.2.118,"ruinous disorders, follow us disquietly to our",GLOUCESTER
452,1.2.119,"graves. Find out this villain, Edmund; it shall",GLOUCESTER
453,1.2.120,lose thee nothing; do it carefully. And the,GLOUCESTER
454,1.2.121,noble and true-hearted Kent banished! his,GLOUCESTER
455,1.2.122,"offence, honesty! 'Tis strange.",GLOUCESTER
456,1.2.123,"This is the excellent foppery of the world, that,",EDMUND
457,1.2.124,"when we are sick in fortune,--often the surfeit",EDMUND
