,LineNos,Lines,Speakers
65,1.1.30,"And whipp'd the offending Adam out of him,",CANTERBURY
66,1.1.31,"Leaving his body as a paradise,",CANTERBURY
67,1.1.32,To envelop and contain celestial spirits.,CANTERBURY
68,1.1.33,Never was such a sudden scholar made;,CANTERBURY
69,1.1.34,"Never came reformation in a flood,",CANTERBURY
70,1.1.35,"With such a heady currance, scouring faults",CANTERBURY
71,1.1.36,Nor never Hydra-headed wilfulness,CANTERBURY
72,1.1.37,So soon did lose his seat and all at once,CANTERBURY
73,1.1.38,As in this king.,CANTERBURY
74,1.1.39,                  We are blessed in the change.,ELY
75,1.1.40,"Hear him but reason in divinity,",CANTERBURY
76,1.1.41,And all-admiring with an inward wish,CANTERBURY
77,1.1.42,You would desire the king were made a prelate:,CANTERBURY
78,1.1.43,"Hear him debate of commonwealth affairs,",CANTERBURY
79,1.1.44,You would say it hath been all in all his study:,CANTERBURY
80,1.1.45,"List his discourse of war, and you shall hear",CANTERBURY
81,1.1.46,A fearful battle render'd you in music:,CANTERBURY
82,1.1.47,"Turn him to any cause of policy,",CANTERBURY
83,1.1.48,"The Gordian knot of it he will unloose,",CANTERBURY
84,1.1.49,"Familiar as his garter: that, when he speaks,",CANTERBURY
85,1.1.50,"The air, a charter'd libertine, is still,",CANTERBURY
86,1.1.51,"And the mute wonder lurketh in men's ears,",CANTERBURY
87,1.1.52,To steal his sweet and honey'd sentences;,CANTERBURY
88,1.1.53,So that the art and practic part of life,CANTERBURY
89,1.1.54,Must be the mistress to this theoric:,CANTERBURY
90,1.1.55,"Which is a wonder how his grace should glean it,",CANTERBURY
91,1.1.56,"Since his addiction was to courses vain,",CANTERBURY
92,1.1.57,"His companies unletter'd, rude and shallow,",CANTERBURY
93,1.1.58,"His hours fill'd up with riots, banquets, sports,",CANTERBURY
94,1.1.59,"And never noted in him any study,",CANTERBURY
95,1.1.60,"Any retirement, any sequestration",CANTERBURY
96,1.1.61,From open haunts and popularity.,CANTERBURY
97,1.1.62,The strawberry grows underneath the nettle,ELY
98,1.1.63,And wholesome berries thrive and ripen best,ELY
99,1.1.64,Neighbour'd by fruit of baser quality:,ELY
100,1.1.65,And so the prince obscured his contemplation,ELY
101,1.1.66,"Under the veil of wildness; which, no doubt,",ELY
102,1.1.67,"Grew like the summer grass, fastest by night,",ELY
103,1.1.68,"Unseen, yet crescive in his faculty.",ELY
104,1.1.69,It must be so; for miracles are ceased;,CANTERBURY
105,1.1.70,And therefore we must needs admit the means,CANTERBURY
106,1.1.71,How things are perfected.,CANTERBURY
107,1.1.72,"But, my good lord,",ELY
108,1.1.73,How now for mitigation of this bill,ELY
109,1.1.74,Urged by the commons? Doth his majesty,ELY
110,1.1.75,"Incline to it, or no?",ELY
111,1.1.76,"He seems indifferent,",CANTERBURY
112,1.1.77,Or rather swaying more upon our part,CANTERBURY
113,1.1.78,Than cherishing the exhibiters against us;,CANTERBURY
114,1.1.79,"For I have made an offer to his majesty,",CANTERBURY
115,1.1.80,Upon our spiritual convocation,CANTERBURY
116,1.1.81,"And in regard of causes now in hand,",CANTERBURY
117,1.1.82,"Which I have open'd to his grace at large,",CANTERBURY
118,1.1.83,"As touching France, to give a greater sum",CANTERBURY
119,1.1.84,Than ever at one time the clergy yet,CANTERBURY
120,1.1.85,Did to his predecessors part withal.,CANTERBURY
121,1.1.86,"How did this offer seem received, my lord?",ELY
122,1.1.87,With good acceptance of his majesty;,CANTERBURY
123,1.1.88,"Save that there was not time enough to hear,",CANTERBURY
124,1.1.89,"As I perceived his grace would fain have done,",CANTERBURY
125,1.1.90,The severals and unhidden passages,CANTERBURY
126,1.1.91,Of his true titles to some certain dukedoms,CANTERBURY
127,1.1.92,And generally to the crown and seat of France,CANTERBURY
128,1.1.93,"Derived from Edward, his great-grandfather.",CANTERBURY
129,1.1.94,What was the impediment that broke this off?,ELY
130,1.1.95,The French ambassador upon that instant,CANTERBURY
131,1.1.96,"Craved audience; and the hour, I think, is come",CANTERBURY
132,1.1.97,To give him hearing: is it four o'clock?,CANTERBURY
133,1.1.98,It is.,ELY
134,1.1.99,"Then go we in, to know his embassy;",CANTERBURY
135,1.1.100,"Which I could with a ready guess declare,",CANTERBURY
136,1.1.101,Before the Frenchman speak a word of it.,CANTERBURY
137,1.1.102,"I'll wait upon you, and I long to hear it.",ELY
138,1.2.1,Where is my gracious Lord of Canterbury?,KING HENRY V
139,1.2.2,Not here in presence.,EXETER
140,1.2.3,"Send for him, good uncle.",KING HENRY V
141,1.2.4,"Shall we call in the ambassador, my liege?",WESTMORELAND
142,1.2.5,"Not yet, my cousin: we would be resolved,",KING HENRY V
143,1.2.6,"Before we hear him, of some things of weight",KING HENRY V
144,1.2.7,"That task our thoughts, concerning us and France.",KING HENRY V
145,1.2.8,God and his angels guard your sacred throne,CANTERBURY
146,1.2.9,And make you long become it!,CANTERBURY
147,1.2.10,"Sure, we thank you.",KING HENRY V
148,1.2.11,"My learned lord, we pray you to proceed",KING HENRY V
149,1.2.12,And justly and religiously unfold,KING HENRY V
150,1.2.13,Why the law Salique that they have in France,KING HENRY V
151,1.2.14,"Or should, or should not, bar us in our claim:",KING HENRY V
152,1.2.15,"And God forbid, my dear and faithful lord,",KING HENRY V
153,1.2.16,"That you should fashion, wrest, or bow your reading,",KING HENRY V
154,1.2.17,Or nicely charge your understanding soul,KING HENRY V
155,1.2.18,"With opening titles miscreate, whose right",KING HENRY V
156,1.2.19,Suits not in native colours with the truth;,KING HENRY V
157,1.2.20,For God doth know how many now in health,KING HENRY V
158,1.2.21,Shall drop their blood in approbation,KING HENRY V
159,1.2.22,Of what your reverence shall incite us to.,KING HENRY V
160,1.2.23,"Therefore take heed how you impawn our person,",KING HENRY V
161,1.2.24,How you awake our sleeping sword of war:,KING HENRY V
162,1.2.25,"We charge you, in the name of God, take heed;",KING HENRY V
163,1.2.26,For never two such kingdoms did contend,KING HENRY V
164,1.2.27,Without much fall of blood; whose guiltless drops,KING HENRY V
165,1.2.28,"Are every one a woe, a sore complaint",KING HENRY V
166,1.2.29,'Gainst him whose wrong gives edge unto the swords,KING HENRY V
167,1.2.30,That make such waste in brief mortality.,KING HENRY V
168,1.2.31,"Under this conjuration, speak, my lord;",KING HENRY V
169,1.2.32,"For we will hear, note and believe in heart",KING HENRY V
170,1.2.33,That what you speak is in your conscience wash'd,KING HENRY V
171,1.2.34,As pure as sin with baptism.,KING HENRY V
172,1.2.35,"Then hear me, gracious sovereign, and you peers,",CANTERBURY
173,1.2.36,"That owe yourselves, your lives and services",CANTERBURY
174,1.2.37,To this imperial throne. There is no bar,CANTERBURY
175,1.2.38,To make against your highness' claim to France,CANTERBURY
176,1.2.39,"But this, which they produce from Pharamond,",CANTERBURY
177,1.2.40,'In terram Salicam mulieres ne succedant:',CANTERBURY
178,1.2.41,'No woman shall succeed in Salique land:',CANTERBURY
179,1.2.42,Which Salique land the French unjustly gloze,CANTERBURY
180,1.2.43,"To be the realm of France, and Pharamond",CANTERBURY
181,1.2.44,The founder of this law and female bar.,CANTERBURY
182,1.2.45,Yet their own authors faithfully affirm,CANTERBURY
183,1.2.46,"That the land Salique is in Germany,",CANTERBURY
184,1.2.47,Between the floods of Sala and of Elbe;,CANTERBURY
185,1.2.48,"Where Charles the Great, having subdued the Saxons,",CANTERBURY
186,1.2.49,There left behind and settled certain French;,CANTERBURY
187,1.2.50,"Who, holding in disdain the German women",CANTERBURY
188,1.2.51,"For some dishonest manners of their life,",CANTERBURY
189,1.2.52,"Establish'd then this law; to wit, no female",CANTERBURY
190,1.2.53,Should be inheritrix in Salique land:,CANTERBURY
191,1.2.54,"Which Salique, as I said, 'twixt Elbe and Sala,",CANTERBURY
192,1.2.55,Is at this day in Germany call'd Meisen.,CANTERBURY
193,1.2.56,Then doth it well appear that Salique law,CANTERBURY
194,1.2.57,Was not devised for the realm of France:,CANTERBURY
195,1.2.58,Nor did the French possess the Salique land,CANTERBURY
196,1.2.59,Until four hundred one and twenty years,CANTERBURY
197,1.2.60,"After defunction of King Pharamond,",CANTERBURY
198,1.2.61,Idly supposed the founder of this law;,CANTERBURY
199,1.2.62,Who died within the year of our redemption,CANTERBURY
200,1.2.63,Four hundred twenty-six; and Charles the Great,CANTERBURY
201,1.2.64,"Subdued the Saxons, and did seat the French",CANTERBURY
202,1.2.65,"Beyond the river Sala, in the year",CANTERBURY
203,1.2.66,"Eight hundred five. Besides, their writers say,",CANTERBURY
204,1.2.67,"King Pepin, which deposed Childeric,",CANTERBURY
205,1.2.68,"Did, as heir general, being descended",CANTERBURY
206,1.2.69,"Of Blithild, which was daughter to King Clothair,",CANTERBURY
207,1.2.70,Make claim and title to the crown of France.,CANTERBURY
208,1.2.71,"Hugh Capet also, who usurped the crown",CANTERBURY
209,1.2.72,"Of Charles the duke of Lorraine, sole heir male",CANTERBURY
210,1.2.73,"Of the true line and stock of Charles the Great,",CANTERBURY
211,1.2.74,"To find his title with some shows of truth,",CANTERBURY
212,1.2.75,"'Through, in pure truth, it was corrupt and naught,",CANTERBURY
213,1.2.76,"Convey'd himself as heir to the Lady Lingare,",CANTERBURY
214,1.2.77,"Daughter to Charlemain, who was the son",CANTERBURY
215,1.2.78,"To Lewis the emperor, and Lewis the son",CANTERBURY
216,1.2.79,"Of Charles the Great. Also King Lewis the Tenth,",CANTERBURY
217,1.2.80,"Who was sole heir to the usurper Capet,",CANTERBURY
218,1.2.81,"Could not keep quiet in his conscience,",CANTERBURY
219,1.2.82,"Wearing the crown of France, till satisfied",CANTERBURY
220,1.2.83,"That fair Queen Isabel, his grandmother,",CANTERBURY
221,1.2.84,"Was lineal of the Lady Ermengare,",CANTERBURY
222,1.2.85,Daughter to Charles the foresaid duke of Lorraine:,CANTERBURY
223,1.2.86,By the which marriage the line of Charles the Great,CANTERBURY
224,1.2.87,Was re-united to the crown of France.,CANTERBURY
225,1.2.88,"So that, as clear as is the summer's sun.",CANTERBURY
226,1.2.89,"King Pepin's title and Hugh Capet's claim,",CANTERBURY
227,1.2.90,"King Lewis his satisfaction, all appear",CANTERBURY
228,1.2.91,To hold in right and title of the female:,CANTERBURY
229,1.2.92,So do the kings of France unto this day;,CANTERBURY
230,1.2.93,Howbeit they would hold up this Salique law,CANTERBURY
231,1.2.94,"To bar your highness claiming from the female,",CANTERBURY
232,1.2.95,And rather choose to hide them in a net,CANTERBURY
233,1.2.96,Than amply to imbar their crooked titles,CANTERBURY
234,1.2.97,Usurp'd from you and your progenitors.,CANTERBURY
235,1.2.98,May I with right and conscience make this claim?,KING HENRY V
236,1.2.99,"The sin upon my head, dread sovereign!",CANTERBURY
237,1.2.100,"For in the book of Numbers is it writ,",CANTERBURY
238,1.2.101,"When the man dies, let the inheritance",CANTERBURY
239,1.2.102,"Descend unto the daughter. Gracious lord,",CANTERBURY
240,1.2.103,Stand for your own; unwind your bloody flag;,CANTERBURY
241,1.2.104,Look back into your mighty ancestors:,CANTERBURY
242,1.2.105,"Go, my dread lord, to your great-grandsire's tomb,",CANTERBURY
243,1.2.106,"From whom you claim; invoke his warlike spirit,",CANTERBURY
244,1.2.107,"And your great-uncle's, Edward the Black Prince,",CANTERBURY
245,1.2.108,"Who on the French ground play'd a tragedy,",CANTERBURY
246,1.2.109,"Making defeat on the full power of France,",CANTERBURY
247,1.2.110,Whiles his most mighty father on a hill,CANTERBURY
248,1.2.111,Stood smiling to behold his lion's whelp,CANTERBURY
249,1.2.112,Forage in blood of French nobility.,CANTERBURY
250,1.2.113,O noble English. that could entertain,CANTERBURY
251,1.2.114,With half their forces the full Pride of France,CANTERBURY
252,1.2.115,"And let another half stand laughing by,",CANTERBURY
253,1.2.116,All out of work and cold for action!,CANTERBURY
254,1.2.117,Awake remembrance of these valiant dead,ELY
255,1.2.118,And with your puissant arm renew their feats:,ELY
256,1.2.119,You are their heir; you sit upon their throne;,ELY
257,1.2.120,The blood and courage that renowned them,ELY
258,1.2.121,Runs in your veins; and my thrice-puissant liege,ELY
259,1.2.122,"Is in the very May-morn of his youth,",ELY
260,1.2.123,Ripe for exploits and mighty enterprises.,ELY
261,1.2.124,Your brother kings and monarchs of the earth,EXETER
262,1.2.125,"Do all expect that you should rouse yourself,",EXETER
263,1.2.126,As did the former lions of your blood.,EXETER
264,1.2.127,They know your grace hath cause and means and might;,WESTMORELAND
265,1.2.128,So hath your highness; never king of England,WESTMORELAND
266,1.2.129,"Had nobles richer and more loyal subjects,",WESTMORELAND
267,1.2.130,Whose hearts have left their bodies here in England,WESTMORELAND
268,1.2.131,And lie pavilion'd in the fields of France.,WESTMORELAND
269,1.2.132,"O, let their bodies follow, my dear liege,",CANTERBURY
270,1.2.133,With blood and sword and fire to win your right;,CANTERBURY
271,1.2.134,In aid whereof we of the spiritualty,CANTERBURY
272,1.2.135,Will raise your highness such a mighty sum,CANTERBURY
273,1.2.136,As never did the clergy at one time,CANTERBURY
274,1.2.137,Bring in to any of your ancestors.,CANTERBURY
275,1.2.138,"We must not only arm to invade the French,",KING HENRY V
276,1.2.139,But lay down our proportions to defend,KING HENRY V
277,1.2.140,"Against the Scot, who will make road upon us",KING HENRY V
278,1.2.141,With all advantages.,KING HENRY V
279,1.2.142,"They of those marches, gracious sovereign,",CANTERBURY
280,1.2.143,Shall be a wall sufficient to defend,CANTERBURY
281,1.2.144,Our inland from the pilfering borderers.,CANTERBURY
282,1.2.145,"We do not mean the coursing snatchers only,",KING HENRY V
283,1.2.146,"But fear the main intendment of the Scot,",KING HENRY V
284,1.2.147,Who hath been still a giddy neighbour to us;,KING HENRY V
285,1.2.148,For you shall read that my great-grandfather,KING HENRY V
286,1.2.149,Never went with his forces into France,KING HENRY V
287,1.2.150,But that the Scot on his unfurnish'd kingdom,KING HENRY V
288,1.2.151,"Came pouring, like the tide into a breach,",KING HENRY V
289,1.2.152,"With ample and brim fulness of his force,",KING HENRY V
290,1.2.153,"Galling the gleaned land with hot assays,",KING HENRY V
291,1.2.154,Girding with grievous siege castles and towns;,KING HENRY V
292,1.2.155,"That England, being empty of defence,",KING HENRY V
293,1.2.156,Hath shook and trembled at the ill neighbourhood.,KING HENRY V
294,1.2.157,"She hath been then more fear'd than harm'd, my liege;",CANTERBURY
295,1.2.158,For hear her but exampled by herself:,CANTERBURY
296,1.2.159,When all her chivalry hath been in France,CANTERBURY
297,1.2.160,"And she a mourning widow of her nobles,",CANTERBURY
298,1.2.161,She hath herself not only well defended,CANTERBURY
299,1.2.162,But taken and impounded as a stray,CANTERBURY
300,1.2.163,"The King of Scots; whom she did send to France,",CANTERBURY
301,1.2.164,To fill King Edward's fame with prisoner kings,CANTERBURY
302,1.2.165,And make her chronicle as rich with praise,CANTERBURY
303,1.2.166,As is the ooze and bottom of the sea,CANTERBURY
304,1.2.167,With sunken wreck and sunless treasuries.,CANTERBURY
305,1.2.168,"But there's a saying very old and true,",WESTMORELAND
306,1.2.169,"'If that you will France win,",WESTMORELAND
307,1.2.170,Then with Scotland first begin:',WESTMORELAND
308,1.2.171,"For once the eagle England being in prey,",WESTMORELAND
309,1.2.172,To her unguarded nest the weasel Scot,WESTMORELAND
310,1.2.173,"Comes sneaking and so sucks her princely eggs,",WESTMORELAND
311,1.2.174,"Playing the mouse in absence of the cat,",WESTMORELAND
312,1.2.175,To tear and havoc more than she can eat.,WESTMORELAND
313,1.2.176,It follows then the cat must stay at home:,EXETER
314,1.2.177,"Yet that is but a crush'd necessity,",EXETER
315,1.2.178,"Since we have locks to safeguard necessaries,",EXETER
316,1.2.179,And pretty traps to catch the petty thieves.,EXETER
317,1.2.180,"While that the armed hand doth fight abroad,",EXETER
318,1.2.181,The advised head defends itself at home;,EXETER
319,1.2.182,"For government, though high and low and lower,",EXETER
320,1.2.183,"Put into parts, doth keep in one consent,",EXETER
321,1.2.184,"Congreeing in a full and natural close,",EXETER
322,1.2.185,Like music.,EXETER
323,1.2.186,          Therefore doth heaven divide,CANTERBURY
324,1.2.187,"The state of man in divers functions,",CANTERBURY
325,1.2.188,Setting endeavour in continual motion;,CANTERBURY
326,1.2.189,"To which is fixed, as an aim or butt,",CANTERBURY
327,1.2.190,"Obedience: for so work the honey-bees,",CANTERBURY
328,1.2.191,Creatures that by a rule in nature teach,CANTERBURY
329,1.2.192,The act of order to a peopled kingdom.,CANTERBURY
330,1.2.193,They have a king and officers of sorts;,CANTERBURY
331,1.2.194,"Where some, like magistrates, correct at home,",CANTERBURY
332,1.2.195,"Others, like merchants, venture trade abroad,",CANTERBURY
333,1.2.196,"Others, like soldiers, armed in their stings,",CANTERBURY
334,1.2.197,"Make boot upon the summer's velvet buds,",CANTERBURY
335,1.2.198,Which pillage they with merry march bring home,CANTERBURY
336,1.2.199,To the tent-royal of their emperor;,CANTERBURY
337,1.2.200,"Who, busied in his majesty, surveys",CANTERBURY
338,1.2.201,"The singing masons building roofs of gold,",CANTERBURY
339,1.2.202,"The civil citizens kneading up the honey,",CANTERBURY
340,1.2.203,The poor mechanic porters crowding in,CANTERBURY
341,1.2.204,"Their heavy burdens at his narrow gate,",CANTERBURY
342,1.2.205,"The sad-eyed justice, with his surly hum,",CANTERBURY
343,1.2.206,Delivering o'er to executors pale,CANTERBURY
344,1.2.207,"The lazy yawning drone. I this infer,",CANTERBURY
345,1.2.208,"That many things, having full reference",CANTERBURY
346,1.2.209,"To one consent, may work contrariously:",CANTERBURY
347,1.2.210,"As many arrows, loosed several ways,",CANTERBURY
348,1.2.211,Come to one mark; as many ways meet in one town;,CANTERBURY
349,1.2.212,As many fresh streams meet in one salt sea;,CANTERBURY
350,1.2.213,As many lines close in the dial's centre;,CANTERBURY
351,1.2.214,"So may a thousand actions, once afoot.",CANTERBURY
352,1.2.215,"End in one purpose, and be all well borne",CANTERBURY
353,1.2.216,"Without defeat. Therefore to France, my liege.",CANTERBURY
354,1.2.217,Divide your happy England into four;,CANTERBURY
355,1.2.218,"Whereof take you one quarter into France,",CANTERBURY
356,1.2.219,And you withal shall make all Gallia shake.,CANTERBURY
357,1.2.220,"If we, with thrice such powers left at home,",CANTERBURY
358,1.2.221,"Cannot defend our own doors from the dog,",CANTERBURY
359,1.2.222,Let us be worried and our nation lose,CANTERBURY
360,1.2.223,The name of hardiness and policy.,CANTERBURY
361,1.2.224,Call in the messengers sent from the Dauphin.,KING HENRY V
362,1.2.225,"Now are we well resolved; and, by God's help,",KING HENRY V
363,1.2.226,"And yours, the noble sinews of our power,",KING HENRY V
364,1.2.227,"France being ours, we'll bend it to our awe,",KING HENRY V
365,1.2.228,"Or break it all to pieces: or there we'll sit,",KING HENRY V
366,1.2.229,Ruling in large and ample empery,KING HENRY V
367,1.2.230,"O'er France and all her almost kingly dukedoms,",KING HENRY V
368,1.2.231,"Or lay these bones in an unworthy urn,",KING HENRY V
369,1.2.232,"Tombless, with no remembrance over them:",KING HENRY V
370,1.2.233,Either our history shall with full mouth,KING HENRY V
371,1.2.234,"Speak freely of our acts, or else our grave,",KING HENRY V
372,1.2.235,"Like Turkish mute, shall have a tongueless mouth,",KING HENRY V
373,1.2.236,Not worshipp'd with a waxen epitaph.,KING HENRY V
374,1.2.237,Now are we well prepared to know the pleasure,KING HENRY V
375,1.2.238,Of our fair cousin Dauphin; for we hear,KING HENRY V
376,1.2.239,"Your greeting is from him, not from the king.",KING HENRY V
377,1.2.240,May't please your majesty to give us leave,First Ambassador
378,1.2.241,Freely to render what we have in charge;,First Ambassador
379,1.2.242,Or shall we sparingly show you far off,First Ambassador
380,1.2.243,The Dauphin's meaning and our embassy?,First Ambassador
381,1.2.244,"We are no tyrant, but a Christian king;",KING HENRY V
382,1.2.245,Unto whose grace our passion is as subject,KING HENRY V
383,1.2.246,As are our wretches fetter'd in our prisons:,KING HENRY V
384,1.2.247,Therefore with frank and with uncurbed plainness,KING HENRY V
385,1.2.248,Tell us the Dauphin's mind.,KING HENRY V
386,1.2.249,"Thus, then, in few.",First Ambassador
387,1.2.250,"Your highness, lately sending into France,",First Ambassador
388,1.2.251,"Did claim some certain dukedoms, in the right",First Ambassador
389,1.2.252,"Of your great predecessor, King Edward the Third.",First Ambassador
390,1.2.253,"In answer of which claim, the prince our master",First Ambassador
391,1.2.254,"Says that you savour too much of your youth,",First Ambassador
392,1.2.255,And bids you be advised there's nought in France,First Ambassador
393,1.2.256,That can be with a nimble galliard won;,First Ambassador
394,1.2.257,You cannot revel into dukedoms there.,First Ambassador
395,1.2.258,"He therefore sends you, meeter for your spirit,",First Ambassador
396,1.2.259,"This tun of treasure; and, in lieu of this,",First Ambassador
397,1.2.260,Desires you let the dukedoms that you claim,First Ambassador
398,1.2.261,Hear no more of you. This the Dauphin speaks.,First Ambassador
399,1.2.262,"What treasure, uncle?",KING HENRY V
400,1.2.263,"Tennis-balls, my liege.",EXETER
401,1.2.264,We are glad the Dauphin is so pleasant with us;,KING HENRY V
402,1.2.265,His present and your pains we thank you for:,KING HENRY V
403,1.2.266,"When we have march'd our rackets to these balls,",KING HENRY V
404,1.2.267,"We will, in France, by God's grace, play a set",KING HENRY V
405,1.2.268,Shall strike his father's crown into the hazard.,KING HENRY V
406,1.2.269,Tell him he hath made a match with such a wrangler,KING HENRY V
407,1.2.270,That all the courts of France will be disturb'd,KING HENRY V
408,1.2.271,"With chaces. And we understand him well,",KING HENRY V
409,1.2.272,"How he comes o'er us with our wilder days,",KING HENRY V
410,1.2.273,Not measuring what use we made of them.,KING HENRY V
411,1.2.274,We never valued this poor seat of England;,KING HENRY V
412,1.2.275,"And therefore, living hence, did give ourself",KING HENRY V
413,1.2.276,To barbarous licence; as 'tis ever common,KING HENRY V
414,1.2.277,That men are merriest when they are from home.,KING HENRY V
415,1.2.278,"But tell the Dauphin I will keep my state,",KING HENRY V
416,1.2.279,Be like a king and show my sail of greatness,KING HENRY V
417,1.2.280,When I do rouse me in my throne of France:,KING HENRY V
418,1.2.281,For that I have laid by my majesty,KING HENRY V
419,1.2.282,"And plodded like a man for working-days,",KING HENRY V
420,1.2.283,But I will rise there with so full a glory,KING HENRY V
421,1.2.284,"That I will dazzle all the eyes of France,",KING HENRY V
422,1.2.285,"Yea, strike the Dauphin blind to look on us.",KING HENRY V
423,1.2.286,And tell the pleasant prince this mock of his,KING HENRY V
424,1.2.287,Hath turn'd his balls to gun-stones; and his soul,KING HENRY V
425,1.2.288,Shall stand sore charged for the wasteful vengeance,KING HENRY V
426,1.2.289,That shall fly with them: for many a thousand widows,KING HENRY V
427,1.2.290,Shall this his mock mock out of their dear husbands;,KING HENRY V
428,1.2.291,"Mock mothers from their sons, mock castles down;",KING HENRY V
429,1.2.292,And some are yet ungotten and unborn,KING HENRY V
430,1.2.293,That shall have cause to curse the Dauphin's scorn.,KING HENRY V
431,1.2.294,"But this lies all within the will of God,",KING HENRY V
432,1.2.295,To whom I do appeal; and in whose name,KING HENRY V
433,1.2.296,"Tell you the Dauphin I am coming on,",KING HENRY V
434,1.2.297,To venge me as I may and to put forth,KING HENRY V
435,1.2.298,My rightful hand in a well-hallow'd cause.,KING HENRY V
436,1.2.299,So get you hence in peace; and tell the Dauphin,KING HENRY V
437,1.2.300,"His jest will savour but of shallow wit,",KING HENRY V
438,1.2.301,When thousands weep more than did laugh at it.,KING HENRY V
439,1.2.302,Convey them with safe conduct. Fare you well.,KING HENRY V
440,1.2.303,This was a merry message.,EXETER
441,1.2.304,We hope to make the sender blush at it.,KING HENRY V
442,1.2.305,"Therefore, my lords, omit no happy hour",KING HENRY V
443,1.2.306,That may give furtherance to our expedition;,KING HENRY V
444,1.2.307,"For we have now no thought in us but France,",KING HENRY V
445,1.2.308,"Save those to God, that run before our business.",KING HENRY V
446,1.2.309,Therefore let our proportions for these wars,KING HENRY V
447,1.2.310,Be soon collected and all things thought upon,KING HENRY V
448,1.2.311,That may with reasonable swiftness add,KING HENRY V
449,1.2.312,"More feathers to our wings; for, God before,",KING HENRY V
450,1.2.313,We'll chide this Dauphin at his father's door.,KING HENRY V
451,1.2.314,"Therefore let every man now task his thought,",KING HENRY V
452,1.2.315,That this fair action may on foot be brought.,KING HENRY V
