,LineNos,Lines,Speakers
46,1.1.45,"Why did he marry Fulvia, and not love her?",CLEOPATRA
47,1.1.46,I'll seem the fool I am not; Antony,CLEOPATRA
48,1.1.47,Will be himself.,CLEOPATRA
49,1.1.48,                  But stirr'd by Cleopatra.,MARK ANTONY
50,1.1.49,"Now, for the love of Love and her soft hours,",MARK ANTONY
51,1.1.50,Let's not confound the time with conference harsh:,MARK ANTONY
52,1.1.51,There's not a minute of our lives should stretch,MARK ANTONY
53,1.1.52,Without some pleasure now. What sport tonight?,MARK ANTONY
54,1.1.53,Hear the ambassadors.,CLEOPATRA
55,1.1.54,"Fie, wrangling queen!",MARK ANTONY
56,1.1.55,"Whom every thing becomes, to chide, to laugh,",MARK ANTONY
57,1.1.56,To weep; whose every passion fully strives,MARK ANTONY
58,1.1.57,"To make itself, in thee, fair and admired!",MARK ANTONY
59,1.1.58,"No messenger, but thine; and all alone",MARK ANTONY
60,1.1.59,To-night we'll wander through the streets and note,MARK ANTONY
61,1.1.60,"The qualities of people. Come, my queen;",MARK ANTONY
62,1.1.61,Last night you did desire it: speak not to us.,MARK ANTONY
63,1.1.62,Is Caesar with Antonius prized so slight?,DEMETRIUS
64,1.1.63,"Sir, sometimes, when he is not Antony,",PHILO
65,1.1.64,He comes too short of that great property,PHILO
66,1.1.65,Which still should go with Antony.,PHILO
67,1.1.66,I am full sorry,DEMETRIUS
68,1.1.67,"That he approves the common liar, who",DEMETRIUS
69,1.1.68,Thus speaks of him at Rome: but I will hope,DEMETRIUS
70,1.1.69,Of better deeds to-morrow. Rest you happy!,DEMETRIUS
71,1.2.1,"Lord Alexas, sweet Alexas, most any thing Alexas,",CHARMIAN
72,1.2.2,"almost most absolute Alexas, where's the soothsayer",CHARMIAN
73,1.2.3,"that you praised so to the queen? O, that I knew",CHARMIAN
74,1.2.4,"this husband, which, you say, must charge his horns",CHARMIAN
75,1.2.5,with garlands!,CHARMIAN
76,1.2.6,Soothsayer!,ALEXAS
77,1.2.7,Your will?,Soothsayer
78,1.2.8,"Is this the man? Is't you, sir, that know things?",CHARMIAN
79,1.2.9,In nature's infinite book of secrecy,Soothsayer
80,1.2.10,A little I can read.,Soothsayer
81,1.2.11,Show him your hand.,ALEXAS
82,1.2.12,Bring in the banquet quickly; wine enough,DOMITIUS ENOBARBUS
83,1.2.13,Cleopatra's health to drink.,DOMITIUS ENOBARBUS
84,1.2.14,"Good sir, give me good fortune.",CHARMIAN
85,1.2.15,"I make not, but foresee.",Soothsayer
86,1.2.16,"Pray, then, foresee me one.",CHARMIAN
87,1.2.17,You shall be yet far fairer than you are.,Soothsayer
88,1.2.18,He means in flesh.,CHARMIAN
89,1.2.19,"No, you shall paint when you are old.",IRAS
90,1.2.20,Wrinkles forbid!,CHARMIAN
91,1.2.21,Vex not his prescience; be attentive.,ALEXAS
92,1.2.22,Hush!,CHARMIAN
93,1.2.23,You shall be more beloving than beloved.,Soothsayer
94,1.2.24,I had rather heat my liver with drinking.,CHARMIAN
95,1.2.25,"Nay, hear him.",ALEXAS
96,1.2.26,"Good now, some excellent fortune! Let me be married",CHARMIAN
97,1.2.27,"to three kings in a forenoon, and widow them all:",CHARMIAN
98,1.2.28,"let me have a child at fifty, to whom Herod of Jewry",CHARMIAN
99,1.2.29,may do homage: find me to marry me with Octavius,CHARMIAN
100,1.2.30,"Caesar, and companion me with my mistress.",CHARMIAN
101,1.2.31,You shall outlive the lady whom you serve.,Soothsayer
102,1.2.32,O excellent! I love long life better than figs.,CHARMIAN
103,1.2.33,You have seen and proved a fairer former fortune,Soothsayer
104,1.2.34,Than that which is to approach.,Soothsayer
105,1.2.35,Then belike my children shall have no names:,CHARMIAN
106,1.2.36,"prithee, how many boys and wenches must I have?",CHARMIAN
107,1.2.37,If every of your wishes had a womb.,Soothsayer
108,1.2.38,"And fertile every wish, a million.",Soothsayer
109,1.2.39,"Out, fool! I forgive thee for a witch.",CHARMIAN
110,1.2.40,You think none but your sheets are privy to your wishes.,ALEXAS
111,1.2.41,"Nay, come, tell Iras hers.",CHARMIAN
112,1.2.42,We'll know all our fortunes.,ALEXAS
113,1.2.43,"Mine, and most of our fortunes, to-night, shall",DOMITIUS ENOBARBUS
114,1.2.44,be--drunk to bed.,DOMITIUS ENOBARBUS
115,1.2.45,"There's a palm presages chastity, if nothing else.",IRAS
116,1.2.46,E'en as the o'erflowing Nilus presageth famine.,CHARMIAN
117,1.2.47,"Go, you wild bedfellow, you cannot soothsay.",IRAS
118,1.2.48,"Nay, if an oily palm be not a fruitful",CHARMIAN
119,1.2.49,"prognostication, I cannot scratch mine ear. Prithee,",CHARMIAN
120,1.2.50,tell her but a worky-day fortune.,CHARMIAN
121,1.2.51,Your fortunes are alike.,Soothsayer
122,1.2.52,"But how, but how? give me particulars.",IRAS
123,1.2.53,I have said.,Soothsayer
124,1.2.54,Am I not an inch of fortune better than she?,IRAS
125,1.2.55,"Well, if you were but an inch of fortune better than",CHARMIAN
126,1.2.56,"I, where would you choose it?",CHARMIAN
127,1.2.57,Not in my husband's nose.,IRAS
128,1.2.58,"Our worser thoughts heavens mend! Alexas,--come,",CHARMIAN
129,1.2.59,"his fortune, his fortune! O, let him marry a woman",CHARMIAN
130,1.2.60,"that cannot go, sweet Isis, I beseech thee! and let",CHARMIAN
131,1.2.61,"her die too, and give him a worse! and let worst",CHARMIAN
132,1.2.62,"follow worse, till the worst of all follow him",CHARMIAN
133,1.2.63,"laughing to his grave, fifty-fold a cuckold! Good",CHARMIAN
134,1.2.64,"Isis, hear me this prayer, though thou deny me a",CHARMIAN
135,1.2.65,"matter of more weight; good Isis, I beseech thee!",CHARMIAN
136,1.2.66,"Amen. Dear goddess, hear that prayer of the people!",IRAS
137,1.2.67,"for, as it is a heartbreaking to see a handsome man",IRAS
138,1.2.68,"loose-wived, so it is a deadly sorrow to behold a",IRAS
139,1.2.69,"foul knave uncuckolded: therefore, dear Isis, keep",IRAS
140,1.2.70,"decorum, and fortune him accordingly!",IRAS
141,1.2.71,Amen.,CHARMIAN
142,1.2.72,"Lo, now, if it lay in their hands to make me a",ALEXAS
143,1.2.73,"cuckold, they would make themselves whores, but",ALEXAS
144,1.2.74,they'ld do't!,ALEXAS
145,1.2.75,Hush! here comes Antony.,DOMITIUS ENOBARBUS
146,1.2.76,Not he; the queen.,CHARMIAN
147,1.2.77,Saw you my lord?,CLEOPATRA
148,1.2.78,"                  No, lady.",DOMITIUS ENOBARBUS
149,1.2.79,Was he not here?,CLEOPATRA
150,1.2.80,"No, madam.",CHARMIAN
151,1.2.81,He was disposed to mirth; but on the sudden,CLEOPATRA
152,1.2.82,A Roman thought hath struck him. Enobarbus!,CLEOPATRA
153,1.2.83,Madam?,DOMITIUS ENOBARBUS
154,1.2.84,"Seek him, and bring him hither.",CLEOPATRA
155,1.2.85,Where's Alexas?,CLEOPATRA
156,1.2.86,"Here, at your service. My lord approaches.",ALEXAS
157,1.2.87,We will not look upon him: go with us.,CLEOPATRA
158,1.2.88,Fulvia thy wife first came into the field.,Messenger
159,1.2.89,Against my brother Lucius?,MARK ANTONY
160,1.2.90,Ay:,Messenger
161,1.2.91,"But soon that war had end, and the time's state",Messenger
162,1.2.92,"Made friends of them, joining their force 'gainst Caesar;",Messenger
163,1.2.93,"Whose better issue in the war, from Italy,",Messenger
164,1.2.94,"Upon the first encounter, drave them.",Messenger
165,1.2.95,"Well, what worst?",MARK ANTONY
166,1.2.96,The nature of bad news infects the teller.,Messenger
167,1.2.97,When it concerns the fool or coward. On:,MARK ANTONY
168,1.2.98,Things that are past are done with me. 'Tis thus:,MARK ANTONY
169,1.2.99,"Who tells me true, though in his tale lie death,",MARK ANTONY
170,1.2.100,I hear him as he flatter'd.,MARK ANTONY
171,1.2.101,Labienus--,Messenger
172,1.2.102,"This is stiff news--hath, with his Parthian force,",Messenger
173,1.2.103,Extended Asia from Euphrates;,Messenger
174,1.2.104,His conquering banner shook from Syria,Messenger
175,1.2.105,To Lydia and to Ionia; Whilst--,Messenger
176,1.2.106,"Antony, thou wouldst say,--",MARK ANTONY
177,1.2.107,"O, my lord!",Messenger
178,1.2.108,"Speak to me home, mince not the general tongue:",MARK ANTONY
179,1.2.109,Name Cleopatra as she is call'd in Rome;,MARK ANTONY
180,1.2.110,Rail thou in Fulvia's phrase; and taunt my faults,MARK ANTONY
181,1.2.111,With such full licence as both truth and malice,MARK ANTONY
182,1.2.112,"Have power to utter. O, then we bring forth weeds,",MARK ANTONY
183,1.2.113,When our quick minds lie still; and our ills told us,MARK ANTONY
184,1.2.114,Is as our earing. Fare thee well awhile.,MARK ANTONY
185,1.2.115,At your noble pleasure.,Messenger
186,1.2.116,"From Sicyon, ho, the news! Speak there!",MARK ANTONY
187,1.2.117,"The man from Sicyon,--is there such an one?",First Attendant
188,1.2.118,He stays upon your will.,Second Attendant
189,1.2.119,Let him appear.,MARK ANTONY
190,1.2.120,"These strong Egyptian fetters I must break,",MARK ANTONY
191,1.2.121,Or lose myself in dotage.,MARK ANTONY
192,1.2.122,What are you?,MARK ANTONY
193,1.2.123,Fulvia thy wife is dead.,Second Messenger
194,1.2.124,Where died she?,MARK ANTONY
195,1.2.125,In Sicyon:,Second Messenger
196,1.2.126,"Her length of sickness, with what else more serious",Second Messenger
197,1.2.127,"Importeth thee to know, this bears.",Second Messenger
198,1.2.128,Forbear me.,MARK ANTONY
199,1.2.129,There's a great spirit gone! Thus did I desire it:,MARK ANTONY
200,1.2.130,"What our contempt doth often hurl from us,",MARK ANTONY
201,1.2.131,"We wish it ours again; the present pleasure,",MARK ANTONY
202,1.2.132,"By revolution lowering, does become",MARK ANTONY
203,1.2.133,"The opposite of itself: she's good, being gone;",MARK ANTONY
204,1.2.134,The hand could pluck her back that shoved her on.,MARK ANTONY
205,1.2.135,I must from this enchanting queen break off:,MARK ANTONY
206,1.2.136,"Ten thousand harms, more than the ills I know,",MARK ANTONY
207,1.2.137,My idleness doth hatch. How now! Enobarbus!,MARK ANTONY
208,1.2.138,"What's your pleasure, sir?",DOMITIUS ENOBARBUS
209,1.2.139,I must with haste from hence.,MARK ANTONY
210,1.2.140,"Why, then, we kill all our women:",DOMITIUS ENOBARBUS
211,1.2.141,we see how mortal an unkindness is to them;,DOMITIUS ENOBARBUS
212,1.2.142,"if they suffer our departure, death's the word.",DOMITIUS ENOBARBUS
213,1.2.143,I must be gone.,MARK ANTONY
214,1.2.144,"Under a compelling occasion, let women die; it were",DOMITIUS ENOBARBUS
215,1.2.145,"pity to cast them away for nothing; though, between",DOMITIUS ENOBARBUS
216,1.2.146,"them and a great cause, they should be esteemed",DOMITIUS ENOBARBUS
217,1.2.147,"nothing. Cleopatra, catching but the least noise of",DOMITIUS ENOBARBUS
218,1.2.148,"this, dies instantly; I have seen her die twenty",DOMITIUS ENOBARBUS
219,1.2.149,times upon far poorer moment: I do think there is,DOMITIUS ENOBARBUS
220,1.2.150,"mettle in death, which commits some loving act upon",DOMITIUS ENOBARBUS
221,1.2.151,"her, she hath such a celerity in dying.",DOMITIUS ENOBARBUS
222,1.2.152,She is cunning past man's thought.,MARK ANTONY
223,1.2.153,"Alack, sir, no; her passions are made of nothing but",DOMITIUS ENOBARBUS
224,1.2.154,the finest part of pure love: we cannot call her,DOMITIUS ENOBARBUS
225,1.2.155,winds and waters sighs and tears; they are greater,DOMITIUS ENOBARBUS
226,1.2.156,storms and tempests than almanacs can report: this,DOMITIUS ENOBARBUS
227,1.2.157,"cannot be cunning in her; if it be, she makes a",DOMITIUS ENOBARBUS
228,1.2.158,shower of rain as well as Jove.,DOMITIUS ENOBARBUS
229,1.2.159,Would I had never seen her.,MARK ANTONY
230,1.2.160,"O, sir, you had then left unseen a wonderful piece",DOMITIUS ENOBARBUS
231,1.2.161,of work; which not to have been blest withal would,DOMITIUS ENOBARBUS
232,1.2.162,have discredited your travel.,DOMITIUS ENOBARBUS
233,1.2.163,Fulvia is dead.,MARK ANTONY
234,1.2.164,Sir?,DOMITIUS ENOBARBUS
235,1.2.165,Fulvia is dead.,MARK ANTONY
236,1.2.166,Fulvia!,DOMITIUS ENOBARBUS
237,1.2.167,Dead.,MARK ANTONY
238,1.2.168,"Why, sir, give the gods a thankful sacrifice. When",DOMITIUS ENOBARBUS
239,1.2.169,it pleaseth their deities to take the wife of a man,DOMITIUS ENOBARBUS
240,1.2.170,"from him, it shows to man the tailors of the earth;",DOMITIUS ENOBARBUS
241,1.2.171,"comforting therein, that when old robes are worn",DOMITIUS ENOBARBUS
242,1.2.172,"out, there are members to make new. If there were",DOMITIUS ENOBARBUS
243,1.2.173,"no more women but Fulvia, then had you indeed a cut,",DOMITIUS ENOBARBUS
244,1.2.174,and the case to be lamented: this grief is crowned,DOMITIUS ENOBARBUS
245,1.2.175,with consolation; your old smock brings forth a new,DOMITIUS ENOBARBUS
246,1.2.176,petticoat: and indeed the tears live in an onion,DOMITIUS ENOBARBUS
247,1.2.177,that should water this sorrow.,DOMITIUS ENOBARBUS
248,1.2.178,The business she hath broached in the state,MARK ANTONY
249,1.2.179,Cannot endure my absence.,MARK ANTONY
250,1.2.180,And the business you have broached here cannot be,DOMITIUS ENOBARBUS
251,1.2.181,"without you; especially that of Cleopatra's, which",DOMITIUS ENOBARBUS
252,1.2.182,wholly depends on your abode.,DOMITIUS ENOBARBUS
253,1.2.183,No more light answers. Let our officers,MARK ANTONY
254,1.2.184,Have notice what we purpose. I shall break,MARK ANTONY
255,1.2.185,"The cause of our expedience to the queen,",MARK ANTONY
256,1.2.186,And get her leave to part. For not alone,MARK ANTONY
257,1.2.187,"The death of Fulvia, with more urgent touches,",MARK ANTONY
258,1.2.188,Do strongly speak to us; but the letters too,MARK ANTONY
259,1.2.189,Of many our contriving friends in Rome,MARK ANTONY
260,1.2.190,Petition us at home: Sextus Pompeius,MARK ANTONY
261,1.2.191,"Hath given the dare to Caesar, and commands",MARK ANTONY
262,1.2.192,"The empire of the sea: our slippery people,",MARK ANTONY
263,1.2.193,Whose love is never link'd to the deserver,MARK ANTONY
264,1.2.194,"Till his deserts are past, begin to throw",MARK ANTONY
265,1.2.195,Pompey the Great and all his dignities,MARK ANTONY
266,1.2.196,"Upon his son; who, high in name and power,",MARK ANTONY
267,1.2.197,"Higher than both in blood and life, stands up",MARK ANTONY
268,1.2.198,"For the main soldier: whose quality, going on,",MARK ANTONY
269,1.2.199,"The sides o' the world may danger: much is breeding,",MARK ANTONY
270,1.2.200,"Which, like the courser's hair, hath yet but life,",MARK ANTONY
271,1.2.201,"And not a serpent's poison. Say, our pleasure,",MARK ANTONY
272,1.2.202,"To such whose place is under us, requires",MARK ANTONY
273,1.2.203,Our quick remove from hence.,MARK ANTONY
274,1.2.204,I shall do't.,DOMITIUS ENOBARBUS
275,1.3.1,Where is he?,CLEOPATRA
276,1.3.2,                  I did not see him since.,CHARMIAN
277,1.3.3,"See where he is, who's with him, what he does:",CLEOPATRA
278,1.3.4,"I did not send you: if you find him sad,",CLEOPATRA
279,1.3.5,"Say I am dancing; if in mirth, report",CLEOPATRA
280,1.3.6,"That I am sudden sick: quick, and return.",CLEOPATRA
281,1.3.7,"Madam, methinks, if you did love him dearly,",CHARMIAN
282,1.3.8,You do not hold the method to enforce,CHARMIAN
283,1.3.9,The like from him.,CHARMIAN
284,1.3.10,"                  What should I do, I do not?",CLEOPATRA
285,1.3.11,"In each thing give him way, cross him nothing.",CHARMIAN
286,1.3.12,Thou teachest like a fool; the way to lose him.,CLEOPATRA
287,1.3.13,"Tempt him not so too far; I wish, forbear:",CHARMIAN
288,1.3.14,In time we hate that which we often fear.,CHARMIAN
289,1.3.15,But here comes Antony.,CHARMIAN
290,1.3.16,I am sick and sullen.,CLEOPATRA
291,1.3.17,"I am sorry to give breathing to my purpose,--",MARK ANTONY
292,1.3.18,"Help me away, dear Charmian; I shall fall:",CLEOPATRA
293,1.3.19,"It cannot be thus long, the sides of nature",CLEOPATRA
294,1.3.20,Will not sustain it.,CLEOPATRA
295,1.3.21,"Now, my dearest queen,--",MARK ANTONY
296,1.3.22,"Pray you, stand further from me.",CLEOPATRA
297,1.3.23,What's the matter?,MARK ANTONY
298,1.3.24,"I know, by that same eye, there's some good news.",CLEOPATRA
299,1.3.25,What says the married woman? You may go:,CLEOPATRA
300,1.3.26,Would she had never given you leave to come!,CLEOPATRA
301,1.3.27,Let her not say 'tis I that keep you here:,CLEOPATRA
302,1.3.28,I have no power upon you; hers you are.,CLEOPATRA
303,1.3.29,"The gods best know,--",MARK ANTONY
304,1.3.30,"O, never was there queen",CLEOPATRA
305,1.3.31,So mightily betray'd! yet at the first,CLEOPATRA
306,1.3.32,I saw the treasons planted.,CLEOPATRA
307,1.3.33,"Cleopatra,--",MARK ANTONY
308,1.3.34,"Why should I think you can be mine and true,",CLEOPATRA
309,1.3.35,"Though you in swearing shake the throned gods,",CLEOPATRA
310,1.3.36,"Who have been false to Fulvia? Riotous madness,",CLEOPATRA
311,1.3.37,"To be entangled with those mouth-made vows,",CLEOPATRA
312,1.3.38,Which break themselves in swearing!,CLEOPATRA
313,1.3.39,"Most sweet queen,--",MARK ANTONY
314,1.3.40,"Nay, pray you, seek no colour for your going,",CLEOPATRA
315,1.3.41,"But bid farewell, and go: when you sued staying,",CLEOPATRA
316,1.3.42,Then was the time for words: no going then;,CLEOPATRA
317,1.3.43,"Eternity was in our lips and eyes,",CLEOPATRA
318,1.3.44,"Bliss in our brows' bent; none our parts so poor,",CLEOPATRA
319,1.3.45,"But was a race of heaven: they are so still,",CLEOPATRA
320,1.3.46,"Or thou, the greatest soldier of the world,",CLEOPATRA
321,1.3.47,Art turn'd the greatest liar.,CLEOPATRA
322,1.3.48,"How now, lady!",MARK ANTONY
323,1.3.49,I would I had thy inches; thou shouldst know,CLEOPATRA
324,1.3.50,There were a heart in Egypt.,CLEOPATRA
325,1.3.51,"Hear me, queen:",MARK ANTONY
326,1.3.52,The strong necessity of time commands,MARK ANTONY
327,1.3.53,Our services awhile; but my full heart,MARK ANTONY
328,1.3.54,Remains in use with you. Our Italy,MARK ANTONY
329,1.3.55,Shines o'er with civil swords: Sextus Pompeius,MARK ANTONY
330,1.3.56,Makes his approaches to the port of Rome:,MARK ANTONY
331,1.3.57,Equality of two domestic powers,MARK ANTONY
332,1.3.58,"Breed scrupulous faction: the hated, grown to strength,",MARK ANTONY
333,1.3.59,"Are newly grown to love: the condemn'd Pompey,",MARK ANTONY
334,1.3.60,"Rich in his father's honour, creeps apace,",MARK ANTONY
335,1.3.61,Into the hearts of such as have not thrived,MARK ANTONY
336,1.3.62,"Upon the present state, whose numbers threaten;",MARK ANTONY
337,1.3.63,"And quietness, grown sick of rest, would purge",MARK ANTONY
338,1.3.64,"By any desperate change: my more particular,",MARK ANTONY
339,1.3.65,"And that which most with you should safe my going,",MARK ANTONY
340,1.3.66,Is Fulvia's death.,MARK ANTONY
341,1.3.67,"Though age from folly could not give me freedom,",CLEOPATRA
342,1.3.68,It does from childishness: can Fulvia die?,CLEOPATRA
343,1.3.69,"She's dead, my queen:",MARK ANTONY
344,1.3.70,"Look here, and at thy sovereign leisure read",MARK ANTONY
345,1.3.71,"The garboils she awaked; at the last, best:",MARK ANTONY
346,1.3.72,See when and where she died.,MARK ANTONY
347,1.3.73,O most false love!,CLEOPATRA
348,1.3.74,Where be the sacred vials thou shouldst fill,CLEOPATRA
349,1.3.75,"With sorrowful water? Now I see, I see,",CLEOPATRA
350,1.3.76,"In Fulvia's death, how mine received shall be.",CLEOPATRA
351,1.3.77,"Quarrel no more, but be prepared to know",MARK ANTONY
352,1.3.78,"The purposes I bear; which are, or cease,",MARK ANTONY
353,1.3.79,As you shall give the advice. By the fire,MARK ANTONY
354,1.3.80,"That quickens Nilus' slime, I go from hence",MARK ANTONY
355,1.3.81,"Thy soldier, servant; making peace or war",MARK ANTONY
356,1.3.82,As thou affect'st.,MARK ANTONY
357,1.3.83,"                  Cut my lace, Charmian, come;",CLEOPATRA
358,1.3.84,"But let it be: I am quickly ill, and well,",CLEOPATRA
359,1.3.85,So Antony loves.,CLEOPATRA
360,1.3.86,"                  My precious queen, forbear;",MARK ANTONY
361,1.3.87,"And give true evidence to his love, which stands",MARK ANTONY
362,1.3.88,An honourable trial.,MARK ANTONY
363,1.3.89,So Fulvia told me.,CLEOPATRA
364,1.3.90,"I prithee, turn aside and weep for her,",CLEOPATRA
365,1.3.91,"Then bid adieu to me, and say the tears",CLEOPATRA
366,1.3.92,"Belong to Egypt: good now, play one scene",CLEOPATRA
367,1.3.93,Of excellent dissembling; and let it look,CLEOPATRA
368,1.3.94,Life perfect honour.,CLEOPATRA
369,1.3.95,You'll heat my blood: no more.,MARK ANTONY
370,1.3.96,You can do better yet; but this is meetly.,CLEOPATRA
371,1.3.97,"Now, by my sword,--",MARK ANTONY
372,1.3.98,And target. Still he mends;,CLEOPATRA
373,1.3.99,"But this is not the best. Look, prithee, Charmian,",CLEOPATRA
374,1.3.100,How this Herculean Roman does become,CLEOPATRA
375,1.3.101,The carriage of his chafe.,CLEOPATRA
376,1.3.102,"I'll leave you, lady.",MARK ANTONY
377,1.3.103,"Courteous lord, one word.",CLEOPATRA
378,1.3.104,"Sir, you and I must part, but that's not it:",CLEOPATRA
379,1.3.105,"Sir, you and I have loved, but there's not it;",CLEOPATRA
380,1.3.106,"That you know well: something it is I would,",CLEOPATRA
381,1.3.107,"O, my oblivion is a very Antony,",CLEOPATRA
382,1.3.108,And I am all forgotten.,CLEOPATRA
383,1.3.109,But that your royalty,MARK ANTONY
384,1.3.110,"Holds idleness your subject, I should take you",MARK ANTONY
385,1.3.111,For idleness itself.,MARK ANTONY
386,1.3.112,'Tis sweating labour,CLEOPATRA
387,1.3.113,To bear such idleness so near the heart,CLEOPATRA
388,1.3.114,"As Cleopatra this. But, sir, forgive me;",CLEOPATRA
389,1.3.115,"Since my becomings kill me, when they do not",CLEOPATRA
390,1.3.116,Eye well to you: your honour calls you hence;,CLEOPATRA
391,1.3.117,Therefore be deaf to my unpitied folly.,CLEOPATRA
392,1.3.118,And all the gods go with you! upon your sword,CLEOPATRA
393,1.3.119,Sit laurel victory! and smooth success,CLEOPATRA
394,1.3.120,Be strew'd before your feet!,CLEOPATRA
395,1.3.121,Let us go. Come;,MARK ANTONY
396,1.3.122,"Our separation so abides, and flies,",MARK ANTONY
397,1.3.123,"That thou, residing here, go'st yet with me,",MARK ANTONY
398,1.3.124,"And I, hence fleeting, here remain with thee. Away!",MARK ANTONY
399,1.4.1,"You may see, Lepidus, and henceforth know,",OCTAVIUS CAESAR
400,1.4.2,It is not Caesar's natural vice to hate,OCTAVIUS CAESAR
401,1.4.3,Our great competitor: from Alexandria,OCTAVIUS CAESAR
402,1.4.4,"This is the news: he fishes, drinks, and wastes",OCTAVIUS CAESAR
403,1.4.5,The lamps of night in revel; is not more man-like,OCTAVIUS CAESAR
404,1.4.6,Than Cleopatra; nor the queen of Ptolemy,OCTAVIUS CAESAR
405,1.4.7,"More womanly than he; hardly gave audience, or",OCTAVIUS CAESAR
406,1.4.8,Vouchsafed to think he had partners: you shall find there,OCTAVIUS CAESAR
407,1.4.9,A man who is the abstract of all faults,OCTAVIUS CAESAR
408,1.4.10,That all men follow.,OCTAVIUS CAESAR
409,1.4.11,I must not think there are,LEPIDUS
410,1.4.12,Evils enow to darken all his goodness:,LEPIDUS
411,1.4.13,"His faults in him seem as the spots of heaven,",LEPIDUS
412,1.4.14,"More fiery by night's blackness; hereditary,",LEPIDUS
413,1.4.15,"Rather than purchased; what he cannot change,",LEPIDUS
414,1.4.16,Than what he chooses.,LEPIDUS
415,1.4.17,"You are too indulgent. Let us grant, it is not",OCTAVIUS CAESAR
416,1.4.18,Amiss to tumble on the bed of Ptolemy;,OCTAVIUS CAESAR
417,1.4.19,To give a kingdom for a mirth; to sit,OCTAVIUS CAESAR
418,1.4.20,And keep the turn of tippling with a slave;,OCTAVIUS CAESAR
419,1.4.21,"To reel the streets at noon, and stand the buffet",OCTAVIUS CAESAR
420,1.4.22,With knaves that smell of sweat: say this,OCTAVIUS CAESAR
421,1.4.23,"becomes him,--",OCTAVIUS CAESAR
422,1.4.24,As his composure must be rare indeed,OCTAVIUS CAESAR
423,1.4.25,"Whom these things cannot blemish,--yet must Antony",OCTAVIUS CAESAR
424,1.4.26,"No way excuse his soils, when we do bear",OCTAVIUS CAESAR
425,1.4.27,So great weight in his lightness. If he fill'd,OCTAVIUS CAESAR
426,1.4.28,"His vacancy with his voluptuousness,",OCTAVIUS CAESAR
427,1.4.29,"Full surfeits, and the dryness of his bones,",OCTAVIUS CAESAR
428,1.4.30,"Call on him for't: but to confound such time,",OCTAVIUS CAESAR
429,1.4.31,"That drums him from his sport, and speaks as loud",OCTAVIUS CAESAR
430,1.4.32,"As his own state and ours,--'tis to be chid",OCTAVIUS CAESAR
