,LineNos,Lines,Speakers
32,1.1.31,"What now, my son! have I not ever said",QUEEN ELINOR
33,1.1.32,How that ambitious Constance would not cease,QUEEN ELINOR
34,1.1.33,"Till she had kindled France and all the world,",QUEEN ELINOR
35,1.1.34,Upon the right and party of her son?,QUEEN ELINOR
36,1.1.35,This might have been prevented and made whole,QUEEN ELINOR
37,1.1.36,"With very easy arguments of love,",QUEEN ELINOR
38,1.1.37,Which now the manage of two kingdoms must,QUEEN ELINOR
39,1.1.38,With fearful bloody issue arbitrate.,QUEEN ELINOR
40,1.1.39,Our strong possession and our right for us.,KING JOHN
41,1.1.40,"Your strong possession much more than your right,",QUEEN ELINOR
42,1.1.41,Or else it must go wrong with you and me:,QUEEN ELINOR
43,1.1.42,"So much my conscience whispers in your ear,",QUEEN ELINOR
44,1.1.43,Which none but heaven and you and I shall hear.,QUEEN ELINOR
45,1.1.44,"My liege, here is the strangest controversy",ESSEX
46,1.1.45,"Come from country to be judged by you,",ESSEX
47,1.1.46,That e'er I heard: shall I produce the men?,ESSEX
48,1.1.47,Let them approach.,KING JOHN
49,1.1.48,Our abbeys and our priories shall pay,KING JOHN
50,1.1.49,This expedition's charge.,KING JOHN
51,1.1.50,What men are you?,KING JOHN
52,1.1.51,"Your faithful subject I, a gentleman",BASTARD
53,1.1.52,"Born in Northamptonshire and eldest son,",BASTARD
54,1.1.53,"As I suppose, to Robert Faulconbridge,",BASTARD
55,1.1.54,"A soldier, by the honour-giving hand",BASTARD
56,1.1.55,Of Coeur-de-lion knighted in the field.,BASTARD
57,1.1.56,What art thou?,KING JOHN
58,1.1.57,The son and heir to that same Faulconbridge.,ROBERT
59,1.1.58,"Is that the elder, and art thou the heir?",KING JOHN
60,1.1.59,"You came not of one mother then, it seems.",KING JOHN
61,1.1.60,"Most certain of one mother, mighty king;",BASTARD
62,1.1.61,"That is well known; and, as I think, one father:",BASTARD
63,1.1.62,But for the certain knowledge of that truth,BASTARD
64,1.1.63,I put you o'er to heaven and to my mother:,BASTARD
65,1.1.64,"Of that I doubt, as all men's children may.",BASTARD
66,1.1.65,"Out on thee, rude man! thou dost shame thy mother",QUEEN ELINOR
67,1.1.66,And wound her honour with this diffidence.,QUEEN ELINOR
68,1.1.67,"I, madam? no, I have no reason for it;",BASTARD
69,1.1.68,That is my brother's plea and none of mine;,BASTARD
70,1.1.69,"The which if he can prove, a' pops me out",BASTARD
71,1.1.70,At least from fair five hundred pound a year:,BASTARD
72,1.1.71,Heaven guard my mother's honour and my land!,BASTARD
73,1.1.72,"A good blunt fellow. Why, being younger born,",KING JOHN
74,1.1.73,Doth he lay claim to thine inheritance?,KING JOHN
75,1.1.74,"I know not why, except to get the land.",BASTARD
76,1.1.75,But once he slander'd me with bastardy:,BASTARD
77,1.1.76,"But whether I be as true begot or no,",BASTARD
78,1.1.77,"That still I lay upon my mother's head,",BASTARD
79,1.1.78,"But that I am as well begot, my liege,--",BASTARD
80,1.1.79,Fair fall the bones that took the pains for me!--,BASTARD
81,1.1.80,Compare our faces and be judge yourself.,BASTARD
82,1.1.81,If old sir Robert did beget us both,BASTARD
83,1.1.82,"And were our father and this son like him,",BASTARD
84,1.1.83,"O old sir Robert, father, on my knee",BASTARD
85,1.1.84,I give heaven thanks I was not like to thee!,BASTARD
86,1.1.85,"Why, what a madcap hath heaven lent us here!",KING JOHN
87,1.1.86,He hath a trick of Coeur-de-lion's face;,QUEEN ELINOR
88,1.1.87,The accent of his tongue affecteth him.,QUEEN ELINOR
89,1.1.88,Do you not read some tokens of my son,QUEEN ELINOR
90,1.1.89,In the large composition of this man?,QUEEN ELINOR
91,1.1.90,Mine eye hath well examined his parts,KING JOHN
92,1.1.91,"And finds them perfect Richard. Sirrah, speak,",KING JOHN
93,1.1.92,What doth move you to claim your brother's land?,KING JOHN
94,1.1.93,"Because he hath a half-face, like my father.",BASTARD
95,1.1.94,With half that face would he have all my land:,BASTARD
96,1.1.95,A half-faced groat five hundred pound a year!,BASTARD
97,1.1.96,"My gracious liege, when that my father lived,",ROBERT
98,1.1.97,"Your brother did employ my father much,--",ROBERT
99,1.1.98,"Well, sir, by this you cannot get my land:",BASTARD
100,1.1.99,Your tale must be how he employ'd my mother.,BASTARD
101,1.1.100,And once dispatch'd him in an embassy,ROBERT
102,1.1.101,"To Germany, there with the emperor",ROBERT
103,1.1.102,To treat of high affairs touching that time.,ROBERT
104,1.1.103,The advantage of his absence took the king,ROBERT
105,1.1.104,And in the mean time sojourn'd at my father's;,ROBERT
106,1.1.105,"Where how he did prevail I shame to speak,",ROBERT
107,1.1.106,But truth is truth: large lengths of seas and shores,ROBERT
108,1.1.107,"Between my father and my mother lay,",ROBERT
109,1.1.108,"As I have heard my father speak himself,",ROBERT
110,1.1.109,When this same lusty gentleman was got.,ROBERT
111,1.1.110,Upon his death-bed he by will bequeath'd,ROBERT
112,1.1.111,"His lands to me, and took it on his death",ROBERT
113,1.1.112,That this my mother's son was none of his;,ROBERT
114,1.1.113,"And if he were, he came into the world",ROBERT
115,1.1.114,Full fourteen weeks before the course of time.,ROBERT
116,1.1.115,"Then, good my liege, let me have what is mine,",ROBERT
117,1.1.116,"My father's land, as was my father's will.",ROBERT
118,1.1.117,"Sirrah, your brother is legitimate;",KING JOHN
119,1.1.118,"Your father's wife did after wedlock bear him,",KING JOHN
120,1.1.119,"And if she did play false, the fault was hers;",KING JOHN
121,1.1.120,Which fault lies on the hazards of all husbands,KING JOHN
122,1.1.121,"That marry wives. Tell me, how if my brother,",KING JOHN
123,1.1.122,"Who, as you say, took pains to get this son,",KING JOHN
124,1.1.123,Had of your father claim'd this son for his?,KING JOHN
125,1.1.124,"In sooth, good friend, your father might have kept",KING JOHN
126,1.1.125,This calf bred from his cow from all the world;,KING JOHN
127,1.1.126,"In sooth he might; then, if he were my brother's,",KING JOHN
128,1.1.127,"My brother might not claim him; nor your father,",KING JOHN
129,1.1.128,"Being none of his, refuse him: this concludes;",KING JOHN
130,1.1.129,My mother's son did get your father's heir;,KING JOHN
131,1.1.130,Your father's heir must have your father's land.,KING JOHN
132,1.1.131,Shall then my father's will be of no force,ROBERT
133,1.1.132,To dispossess that child which is not his?,ROBERT
134,1.1.133,"Of no more force to dispossess me, sir,",BASTARD
135,1.1.134,"Than was his will to get me, as I think.",BASTARD
136,1.1.135,Whether hadst thou rather be a Faulconbridge,QUEEN ELINOR
137,1.1.136,"And like thy brother, to enjoy thy land,",QUEEN ELINOR
138,1.1.137,"Or the reputed son of Coeur-de-lion,",QUEEN ELINOR
139,1.1.138,Lord of thy presence and no land beside?,QUEEN ELINOR
140,1.1.139,"Madam, an if my brother had my shape,",BASTARD
141,1.1.140,"And I had his, sir Robert's his, like him;",BASTARD
142,1.1.141,"And if my legs were two such riding-rods,",BASTARD
143,1.1.142,"My arms such eel-skins stuff'd, my face so thin",BASTARD
144,1.1.143,That in mine ear I durst not stick a rose,BASTARD
145,1.1.144,"Lest men should say 'Look, where three-farthings goes!'",BASTARD
146,1.1.145,"And, to his shape, were heir to all this land,",BASTARD
147,1.1.146,"Would I might never stir from off this place,",BASTARD
148,1.1.147,I would give it every foot to have this face;,BASTARD
149,1.1.148,I would not be sir Nob in any case.,BASTARD
150,1.1.149,"I like thee well: wilt thou forsake thy fortune,",QUEEN ELINOR
151,1.1.150,Bequeath thy land to him and follow me?,QUEEN ELINOR
152,1.1.151,I am a soldier and now bound to France.,QUEEN ELINOR
153,1.1.152,"Brother, take you my land, I'll take my chance.",BASTARD
154,1.1.153,"Your face hath got five hundred pound a year,",BASTARD
155,1.1.154,Yet sell your face for five pence and 'tis dear.,BASTARD
156,1.1.155,"Madam, I'll follow you unto the death.",BASTARD
157,1.1.156,"Nay, I would have you go before me thither.",QUEEN ELINOR
158,1.1.157,Our country manners give our betters way.,BASTARD
159,1.1.158,What is thy name?,KING JOHN
160,1.1.159,"Philip, my liege, so is my name begun,",BASTARD
161,1.1.160,"Philip, good old sir Robert's wife's eldest son.",BASTARD
162,1.1.161,From henceforth bear his name whose form thou bear'st:,KING JOHN
163,1.1.162,"Kneel thou down Philip, but rise more great,",KING JOHN
164,1.1.163,Arise sir Richard and Plantagenet.,KING JOHN
165,1.1.164,"Brother by the mother's side, give me your hand:",BASTARD
166,1.1.165,"My father gave me honour, yours gave land.",BASTARD
167,1.1.166,"Now blessed by the hour, by night or day,",BASTARD
168,1.1.167,"When I was got, sir Robert was away!",BASTARD
169,1.1.168,The very spirit of Plantagenet!,QUEEN ELINOR
170,1.1.169,"I am thy grandam, Richard; call me so.",QUEEN ELINOR
171,1.1.170,"Madam, by chance but not by truth; what though?",BASTARD
172,1.1.171,"Something about, a little from the right,",BASTARD
173,1.1.172,"In at the window, or else o'er the hatch:",BASTARD
174,1.1.173,"Who dares not stir by day must walk by night,",BASTARD
175,1.1.174,"And have is have, however men do catch:",BASTARD
176,1.1.175,"Near or far off, well won is still well shot,",BASTARD
177,1.1.176,"And I am I, howe'er I was begot.",BASTARD
178,1.1.177,"Go, Faulconbridge: now hast thou thy desire;",KING JOHN
179,1.1.178,A landless knight makes thee a landed squire.,KING JOHN
180,1.1.179,"Come, madam, and come, Richard, we must speed",KING JOHN
181,1.1.180,"For France, for France, for it is more than need.",KING JOHN
182,1.1.181,"Brother, adieu: good fortune come to thee!",BASTARD
183,1.1.182,For thou wast got i' the way of honesty.,BASTARD
184,1.1.183,A foot of honour better than I was;,BASTARD
185,1.1.184,But many a many foot of land the worse.,BASTARD
186,1.1.185,"Well, now can I make any Joan a lady.",BASTARD
187,1.1.186,"'Good den, sir Richard!'--'God-a-mercy, fellow!'--",BASTARD
188,1.1.187,"And if his name be George, I'll call him Peter;",BASTARD
189,1.1.188,For new-made honour doth forget men's names;,BASTARD
190,1.1.189,'Tis too respective and too sociable,BASTARD
191,1.1.190,"For your conversion. Now your traveller,",BASTARD
192,1.1.191,"He and his toothpick at my worship's mess,",BASTARD
193,1.1.192,"And when my knightly stomach is sufficed,",BASTARD
194,1.1.193,Why then I suck my teeth and catechise,BASTARD
195,1.1.194,"My picked man of countries: 'My dear sir,'",BASTARD
196,1.1.195,"Thus, leaning on mine elbow, I begin,",BASTARD
197,1.1.196,'I shall beseech you'--that is question now;,BASTARD
198,1.1.197,And then comes answer like an Absey book:,BASTARD
199,1.1.198,"'O sir,' says answer, 'at your best command;",BASTARD
200,1.1.199,"At your employment; at your service, sir;'",BASTARD
201,1.1.200,"'No, sir,' says question, 'I, sweet sir, at yours:'",BASTARD
202,1.1.201,"And so, ere answer knows what question would,",BASTARD
203,1.1.202,"Saving in dialogue of compliment,",BASTARD
204,1.1.203,"And talking of the Alps and Apennines,",BASTARD
205,1.1.204,"The Pyrenean and the river Po,",BASTARD
206,1.1.205,It draws toward supper in conclusion so.,BASTARD
207,1.1.206,But this is worshipful society,BASTARD
208,1.1.207,"And fits the mounting spirit like myself,",BASTARD
209,1.1.208,For he is but a bastard to the time,BASTARD
210,1.1.209,That doth not smack of observation;,BASTARD
211,1.1.210,"And so am I, whether I smack or no;",BASTARD
212,1.1.211,"And not alone in habit and device,",BASTARD
213,1.1.212,"Exterior form, outward accoutrement,",BASTARD
214,1.1.213,But from the inward motion to deliver,BASTARD
215,1.1.214,"Sweet, sweet, sweet poison for the age's tooth:",BASTARD
216,1.1.215,"Which, though I will not practise to deceive,",BASTARD
217,1.1.216,"Yet, to avoid deceit, I mean to learn;",BASTARD
218,1.1.217,For it shall strew the footsteps of my rising.,BASTARD
219,1.1.218,But who comes in such haste in riding-robes?,BASTARD
220,1.1.219,What woman-post is this? hath she no husband,BASTARD
221,1.1.220,That will take pains to blow a horn before her?,BASTARD
222,1.1.221,"O me! it is my mother. How now, good lady!",BASTARD
223,1.1.222,What brings you here to court so hastily?,BASTARD
224,1.1.223,"Where is that slave, thy brother? where is he,",LADY FAULCONBRIDGE
225,1.1.224,That holds in chase mine honour up and down?,LADY FAULCONBRIDGE
226,1.1.225,My brother Robert? old sir Robert's son?,BASTARD
227,1.1.226,"Colbrand the giant, that same mighty man?",BASTARD
228,1.1.227,Is it sir Robert's son that you seek so?,BASTARD
229,1.1.228,"Sir Robert's son! Ay, thou unreverend boy,",LADY FAULCONBRIDGE
230,1.1.229,Sir Robert's son: why scorn'st thou at sir Robert?,LADY FAULCONBRIDGE
231,1.1.230,"He is sir Robert's son, and so art thou.",LADY FAULCONBRIDGE
232,1.1.231,"James Gurney, wilt thou give us leave awhile?",BASTARD
233,1.1.232,"Good leave, good Philip.",GURNEY
234,1.1.233,"Philip! sparrow: James,",BASTARD
235,1.1.234,There's toys abroad: anon I'll tell thee more.,BASTARD
236,1.1.235,"Madam, I was not old sir Robert's son:",BASTARD
237,1.1.236,Sir Robert might have eat his part in me,BASTARD
238,1.1.237,Upon Good-Friday and ne'er broke his fast:,BASTARD
239,1.1.238,"Sir Robert could do well: marry, to confess,",BASTARD
240,1.1.239,Could he get me? Sir Robert could not do it:,BASTARD
241,1.1.240,"We know his handiwork: therefore, good mother,",BASTARD
242,1.1.241,To whom am I beholding for these limbs?,BASTARD
243,1.1.242,Sir Robert never holp to make this leg.,BASTARD
244,1.1.243,"Hast thou conspired with thy brother too,",LADY FAULCONBRIDGE
245,1.1.244,That for thine own gain shouldst defend mine honour?,LADY FAULCONBRIDGE
246,1.1.245,"What means this scorn, thou most untoward knave?",LADY FAULCONBRIDGE
247,1.1.246,"Knight, knight, good mother, Basilisco-like.",BASTARD
248,1.1.247,What! I am dubb'd! I have it on my shoulder.,BASTARD
249,1.1.248,"But, mother, I am not sir Robert's son;",BASTARD
250,1.1.249,I have disclaim'd sir Robert and my land;,BASTARD
251,1.1.250,"Legitimation, name and all is gone:",BASTARD
252,1.1.251,"Then, good my mother, let me know my father;",BASTARD
253,1.1.252,"Some proper man, I hope: who was it, mother?",BASTARD
254,1.1.253,Hast thou denied thyself a Faulconbridge?,LADY FAULCONBRIDGE
255,1.1.254,As faithfully as I deny the devil.,BASTARD
256,1.1.255,King Richard Coeur-de-lion was thy father:,LADY FAULCONBRIDGE
257,1.1.256,By long and vehement suit I was seduced,LADY FAULCONBRIDGE
258,1.1.257,To make room for him in my husband's bed:,LADY FAULCONBRIDGE
259,1.1.258,Heaven lay not my transgression to my charge!,LADY FAULCONBRIDGE
260,1.1.259,"Thou art the issue of my dear offence,",LADY FAULCONBRIDGE
261,1.1.260,Which was so strongly urged past my defence.,LADY FAULCONBRIDGE
262,1.1.261,"Now, by this light, were I to get again,",BASTARD
263,1.1.262,"Madam, I would not wish a better father.",BASTARD
264,1.1.263,"Some sins do bear their privilege on earth,",BASTARD
265,1.1.264,And so doth yours; your fault was not your folly:,BASTARD
266,1.1.265,"Needs must you lay your heart at his dispose,",BASTARD
267,1.1.266,"Subjected tribute to commanding love,",BASTARD
268,1.1.267,Against whose fury and unmatched force,BASTARD
269,1.1.268,"The aweless lion could not wage the fight,",BASTARD
270,1.1.269,Nor keep his princely heart from Richard's hand.,BASTARD
271,1.1.270,He that perforce robs lions of their hearts,BASTARD
272,1.1.271,"May easily win a woman's. Ay, my mother,",BASTARD
273,1.1.272,With all my heart I thank thee for my father!,BASTARD
274,1.1.273,Who lives and dares but say thou didst not well,BASTARD
275,1.1.274,"When I was got, I'll send his soul to hell.",BASTARD
276,1.1.275,"Come, lady, I will show thee to my kin;",BASTARD
277,1.1.276,"And they shall say, when Richard me begot,",BASTARD
278,1.1.277,"If thou hadst said him nay, it had been sin:",BASTARD
279,1.1.278,"Who says it was, he lies; I say 'twas not.",BASTARD
280,2.1.1,"Before Angiers well met, brave Austria.",LEWIS
281,2.1.2,"Arthur, that great forerunner of thy blood,",LEWIS
282,2.1.3,"Richard, that robb'd the lion of his heart",LEWIS
283,2.1.4,"And fought the holy wars in Palestine,",LEWIS
284,2.1.5,By this brave duke came early to his grave:,LEWIS
285,2.1.6,"And for amends to his posterity,",LEWIS
286,2.1.7,"At our importance hither is he come,",LEWIS
287,2.1.8,"To spread his colours, boy, in thy behalf,",LEWIS
288,2.1.9,And to rebuke the usurpation,LEWIS
289,2.1.10,"Of thy unnatural uncle, English John:",LEWIS
290,2.1.11,"Embrace him, love him, give him welcome hither.",LEWIS
291,2.1.12,God shall forgive you Coeur-de-lion's death,ARTHUR
292,2.1.13,"The rather that you give his offspring life,",ARTHUR
293,2.1.14,Shadowing their right under your wings of war:,ARTHUR
294,2.1.15,"I give you welcome with a powerless hand,",ARTHUR
295,2.1.16,But with a heart full of unstained love:,ARTHUR
296,2.1.17,"Welcome before the gates of Angiers, duke.",ARTHUR
297,2.1.18,A noble boy! Who would not do thee right?,LEWIS
298,2.1.19,"Upon thy cheek lay I this zealous kiss,",AUSTRIA
299,2.1.20,"As seal to this indenture of my love,",AUSTRIA
300,2.1.21,"That to my home I will no more return,",AUSTRIA
301,2.1.22,"Till Angiers and the right thou hast in France,",AUSTRIA
302,2.1.23,"Together with that pale, that white-faced shore,",AUSTRIA
303,2.1.24,Whose foot spurns back the ocean's roaring tides,AUSTRIA
304,2.1.25,"And coops from other lands her islanders,",AUSTRIA
305,2.1.26,"Even till that England, hedged in with the main,",AUSTRIA
306,2.1.27,"That water-walled bulwark, still secure",AUSTRIA
307,2.1.28,"And confident from foreign purposes,",AUSTRIA
308,2.1.29,Even till that utmost corner of the west,AUSTRIA
309,2.1.30,"Salute thee for her king: till then, fair boy,",AUSTRIA
310,2.1.31,"Will I not think of home, but follow arms.",AUSTRIA
311,2.1.32,"O, take his mother's thanks, a widow's thanks,",CONSTANCE
312,2.1.33,Till your strong hand shall help to give him strength,CONSTANCE
313,2.1.34,To make a more requital to your love!,CONSTANCE
314,2.1.35,The peace of heaven is theirs that lift their swords,AUSTRIA
315,2.1.36,In such a just and charitable war.,AUSTRIA
316,2.1.37,"Well then, to work: our cannon shall be bent",KING PHILIP
317,2.1.38,Against the brows of this resisting town.,KING PHILIP
318,2.1.39,"Call for our chiefest men of discipline,",KING PHILIP
319,2.1.40,To cull the plots of best advantages:,KING PHILIP
320,2.1.41,"We'll lay before this town our royal bones,",KING PHILIP
321,2.1.42,"Wade to the market-place in Frenchmen's blood,",KING PHILIP
322,2.1.43,But we will make it subject to this boy.,KING PHILIP
323,2.1.44,"Stay for an answer to your embassy,",CONSTANCE
324,2.1.45,Lest unadvised you stain your swords with blood:,CONSTANCE
325,2.1.46,"My Lord Chatillon may from England bring,",CONSTANCE
326,2.1.47,"That right in peace which here we urge in war,",CONSTANCE
327,2.1.48,And then we shall repent each drop of blood,CONSTANCE
328,2.1.49,That hot rash haste so indirectly shed.,CONSTANCE
329,2.1.50,"A wonder, lady! lo, upon thy wish,",KING PHILIP
330,2.1.51,Our messenger Chatillon is arrived!,KING PHILIP
331,2.1.52,"What England says, say briefly, gentle lord;",KING PHILIP
332,2.1.53,"We coldly pause for thee; Chatillon, speak.",KING PHILIP
333,2.1.54,Then turn your forces from this paltry siege,CHATILLON
334,2.1.55,And stir them up against a mightier task.,CHATILLON
335,2.1.56,"England, impatient of your just demands,",CHATILLON
336,2.1.57,"Hath put himself in arms: the adverse winds,",CHATILLON
337,2.1.58,"Whose leisure I have stay'd, have given him time",CHATILLON
338,2.1.59,To land his legions all as soon as I;,CHATILLON
339,2.1.60,"His marches are expedient to this town,",CHATILLON
340,2.1.61,"His forces strong, his soldiers confident.",CHATILLON
341,2.1.62,"With him along is come the mother-queen,",CHATILLON
342,2.1.63,"An Ate, stirring him to blood and strife;",CHATILLON
343,2.1.64,"With her her niece, the Lady Blanch of Spain;",CHATILLON
344,2.1.65,"With them a bastard of the king's deceased,",CHATILLON
345,2.1.66,"And all the unsettled humours of the land,",CHATILLON
346,2.1.67,"Rash, inconsiderate, fiery voluntaries,",CHATILLON
347,2.1.68,"With ladies' faces and fierce dragons' spleens,",CHATILLON
348,2.1.69,"Have sold their fortunes at their native homes,",CHATILLON
349,2.1.70,"Bearing their birthrights proudly on their backs,",CHATILLON
350,2.1.71,To make hazard of new fortunes here:,CHATILLON
351,2.1.72,"In brief, a braver choice of dauntless spirits",CHATILLON
352,2.1.73,Than now the English bottoms have waft o'er,CHATILLON
353,2.1.74,"Did nearer float upon the swelling tide,",CHATILLON
354,2.1.75,To do offence and scath in Christendom.,CHATILLON
355,2.1.76,The interruption of their churlish drums,CHATILLON
356,2.1.77,"Cuts off more circumstance: they are at hand,",CHATILLON
357,2.1.78,To parley or to fight; therefore prepare.,CHATILLON
358,2.1.79,How much unlook'd for is this expedition!,KING PHILIP
359,2.1.80,"By how much unexpected, by so much",AUSTRIA
360,2.1.81,We must awake endavour for defence;,AUSTRIA
361,2.1.82,For courage mounteth with occasion:,AUSTRIA
362,2.1.83,Let them be welcome then: we are prepared.,AUSTRIA
363,2.1.84,"Peace be to France, if France in peace permit",KING JOHN
364,2.1.85,Our just and lineal entrance to our own;,KING JOHN
365,2.1.86,"If not, bleed France, and peace ascend to heaven,",KING JOHN
366,2.1.87,"Whiles we, God's wrathful agent, do correct",KING JOHN
367,2.1.88,Their proud contempt that beats His peace to heaven.,KING JOHN
368,2.1.89,"Peace be to England, if that war return",KING PHILIP
369,2.1.90,"From France to England, there to live in peace.",KING PHILIP
370,2.1.91,England we love; and for that England's sake,KING PHILIP
371,2.1.92,With burden of our armour here we sweat.,KING PHILIP
372,2.1.93,This toil of ours should be a work of thine;,KING PHILIP
373,2.1.94,"But thou from loving England art so far,",KING PHILIP
374,2.1.95,That thou hast under-wrought his lawful king,KING PHILIP
375,2.1.96,"Cut off the sequence of posterity,",KING PHILIP
376,2.1.97,Out-faced infant state and done a rape,KING PHILIP
377,2.1.98,Upon the maiden virtue of the crown.,KING PHILIP
378,2.1.99,Look here upon thy brother Geffrey's face;,KING PHILIP
379,2.1.100,"These eyes, these brows, were moulded out of his:",KING PHILIP
380,2.1.101,This little abstract doth contain that large,KING PHILIP
381,2.1.102,"Which died in Geffrey, and the hand of time",KING PHILIP
382,2.1.103,Shall draw this brief into as huge a volume.,KING PHILIP
383,2.1.104,"That Geffrey was thy elder brother born,",KING PHILIP
384,2.1.105,And this his son; England was Geffrey's right,KING PHILIP
385,2.1.106,And this is Geffrey's: in the name of God,KING PHILIP
386,2.1.107,"How comes it then that thou art call'd a king,",KING PHILIP
387,2.1.108,"When living blood doth in these temples beat,",KING PHILIP
388,2.1.109,Which owe the crown that thou o'ermasterest?,KING PHILIP
389,2.1.110,"From whom hast thou this great commission, France,",KING JOHN
390,2.1.111,To draw my answer from thy articles?,KING JOHN
391,2.1.112,"From that supernal judge, that stirs good thoughts",KING PHILIP
392,2.1.113,"In any breast of strong authority,",KING PHILIP
393,2.1.114,To look into the blots and stains of right:,KING PHILIP
394,2.1.115,That judge hath made me guardian to this boy:,KING PHILIP
395,2.1.116,Under whose warrant I impeach thy wrong,KING PHILIP
396,2.1.117,And by whose help I mean to chastise it.,KING PHILIP
397,2.1.118,"Alack, thou dost usurp authority.",KING JOHN
398,2.1.119,Excuse; it is to beat usurping down.,KING PHILIP
399,2.1.120,"Who is it thou dost call usurper, France?",QUEEN ELINOR
400,2.1.121,Let me make answer; thy usurping son.,CONSTANCE
401,2.1.122,"Out, insolent! thy bastard shall be king,",QUEEN ELINOR
402,2.1.123,"That thou mayst be a queen, and cheque the world!",QUEEN ELINOR
403,2.1.124,My bed was ever to thy son as true,CONSTANCE
404,2.1.125,As thine was to thy husband; and this boy,CONSTANCE
405,2.1.126,Liker in feature to his father Geffrey,CONSTANCE
406,2.1.127,Than thou and John in manners; being as like,CONSTANCE
407,2.1.128,"As rain to water, or devil to his dam.",CONSTANCE
408,2.1.129,"My boy a bastard! By my soul, I think",CONSTANCE
409,2.1.130,His father never was so true begot:,CONSTANCE
410,2.1.131,"It cannot be, an if thou wert his mother.",CONSTANCE
411,2.1.132,"There's a good mother, boy, that blots thy father.",QUEEN ELINOR
412,2.1.133,"There's a good grandam, boy, that would blot thee.",CONSTANCE
413,2.1.134,Peace!,AUSTRIA
414,2.1.135,     Hear the crier.,BASTARD
415,2.1.136,What the devil art thou?,AUSTRIA
416,2.1.137,"One that will play the devil, sir, with you,",BASTARD
417,2.1.138,An a' may catch your hide and you alone:,BASTARD
418,2.1.139,"You are the hare of whom the proverb goes,",BASTARD
419,2.1.140,Whose valour plucks dead lions by the beard;,BASTARD
420,2.1.141,"I'll smoke your skin-coat, an I catch you right;",BASTARD
421,2.1.142,"Sirrah, look to't; i' faith, I will, i' faith.",BASTARD
422,2.1.143,"O, well did he become that lion's robe",BLANCH
423,2.1.144,That did disrobe the lion of that robe!,BLANCH
424,2.1.145,It lies as sightly on the back of him,BASTARD
425,2.1.146,As great Alcides' shows upon an ass:,BASTARD
426,2.1.147,"But, ass, I'll take that burthen from your back,",BASTARD
427,2.1.148,Or lay on that shall make your shoulders crack.,BASTARD
428,2.1.149,What craker is this same that deafs our ears,AUSTRIA
429,2.1.150,With this abundance of superfluous breath?,AUSTRIA
430,2.1.151,"Lewis, determine what we shall do straight.",KING PHILIP
431,2.1.152,"Women and fools, break off your conference.",LEWIS
432,2.1.153,"King John, this is the very sum of all;",LEWIS
433,2.1.154,"England and Ireland, Anjou, Touraine, Maine,",LEWIS
434,2.1.155,In right of Arthur do I claim of thee:,LEWIS
435,2.1.156,Wilt thou resign them and lay down thy arms?,LEWIS
436,2.1.157,"My life as soon: I do defy thee, France.",KING JOHN
437,2.1.158,"Arthur of Bretagne, yield thee to my hand;",KING JOHN
438,2.1.159,And out of my dear love I'll give thee more,KING JOHN
439,2.1.160,Than e'er the coward hand of France can win:,KING JOHN
440,2.1.161,"Submit thee, boy.",KING JOHN
441,2.1.162,"                  Come to thy grandam, child.",QUEEN ELINOR
442,2.1.163,"Do, child, go to it grandam, child:",CONSTANCE
443,2.1.164,"Give grandam kingdom, and it grandam will",CONSTANCE
